,bef,aft,id_OTU
uniq24679,OTU_bef30,OTU_aft30,True
uniq2468,OTU_bef14,OTU_aft14,True
uniq24680,OTU_bef12,OTU_aft12,True
uniq24681,OTU_bef1381,OTU_aft8,False
uniq24682,OTU_bef1740,,False
uniq24683,OTU_bef8,OTU_aft8,True
uniq24684,OTU_bef20,OTU_aft20,True
uniq24685,OTU_bef2591,OTU_aft56,False
uniq24686,OTU_bef35,,False
uniq24687,OTU_bef89,OTU_aft82,True
uniq24688,OTU_bef2,OTU_aft2,True
uniq24689,OTU_bef12,OTU_aft12,True
uniq2469,OTU_bef81,OTU_aft76,True
uniq24690,OTU_bef943,,False
uniq24691,OTU_bef11,OTU_aft11,True
uniq24692,OTU_bef28,OTU_aft28,True
uniq24693,OTU_bef144,OTU_aft121,True
uniq24694,OTU_bef991,,False
uniq24695,OTU_bef40,OTU_aft38,True
uniq24696,OTU_bef8,OTU_aft8,True
uniq24697,OTU_bef51,OTU_aft49,True
uniq24698,OTU_bef12,OTU_aft12,True
uniq24699,OTU_bef1741,,False
uniq247,OTU_bef19,OTU_aft19,True
uniq2470,OTU_bef21,OTU_aft21,True
uniq24700,OTU_bef10,OTU_aft10,True
uniq24701,OTU_bef8,OTU_aft8,True
uniq24702,OTU_bef60,OTU_aft58,True
uniq24703,OTU_bef3,OTU_aft3,True
uniq24704,OTU_bef1742,,False
uniq24705,OTU_bef10,OTU_aft10,True
uniq24706,OTU_bef2,OTU_aft2,True
uniq24707,OTU_bef37,OTU_aft35,True
uniq24708,OTU_bef6,OTU_aft6,True
uniq24709,OTU_bef61,OTU_aft59,True
uniq2471,OTU_bef5,OTU_aft5,True
uniq24710,OTU_bef1743,,False
uniq24711,OTU_bef9,OTU_aft9,True
uniq24712,OTU_bef74,OTU_aft71,True
uniq24713,OTU_bef1,OTU_aft1,True
uniq24714,OTU_bef32,OTU_aft32,True
uniq24715,OTU_bef2,OTU_aft2,True
uniq24716,OTU_bef10,OTU_aft10,True
uniq24717,OTU_bef1744,,False
uniq24718,OTU_bef24,OTU_aft24,True
uniq24719,OTU_bef60,OTU_aft58,True
uniq2472,OTU_bef5,OTU_aft5,True
uniq24720,OTU_bef119,OTU_aft107,True
uniq24721,OTU_bef34,OTU_aft34,True
uniq24722,OTU_bef48,OTU_aft46,True
uniq24723,OTU_bef215,OTU_aft164,True
uniq24724,OTU_bef68,OTU_aft65,True
uniq24725,OTU_bef1343,,False
uniq24726,OTU_bef9,OTU_aft9,True
uniq24727,OTU_bef3,OTU_aft3,True
uniq24728,OTU_bef1745,,False
uniq24729,OTU_bef8,OTU_aft8,True
uniq2473,OTU_bef27,OTU_aft27,True
uniq24730,OTU_bef1282,,False
uniq24731,OTU_bef2,OTU_aft2,True
uniq24732,OTU_bef1,OTU_aft1,True
uniq24733,OTU_bef2,OTU_aft2,True
uniq24734,OTU_bef8,OTU_aft8,True
uniq24735,OTU_bef3,OTU_aft3,True
uniq24736,OTU_bef2,OTU_aft2,True
uniq24737,OTU_bef1089,,False
uniq24738,OTU_bef33,OTU_aft33,True
uniq24739,OTU_bef1746,,False
uniq2474,OTU_bef7,OTU_aft7,True
uniq24740,OTU_bef2,OTU_aft2,True
uniq24741,OTU_bef2,OTU_aft2,True
uniq24742,OTU_bef988,OTU_aft52,False
uniq24743,OTU_bef6,OTU_aft6,True
uniq24744,OTU_bef29,OTU_aft29,True
uniq24745,OTU_bef2579,OTU_aft99,False
uniq24746,OTU_bef24,OTU_aft24,True
uniq24747,OTU_bef3,OTU_aft3,True
uniq24748,OTU_bef20,OTU_aft20,True
uniq24749,OTU_bef2,OTU_aft2,True
uniq2475,OTU_bef21,OTU_aft21,True
uniq24750,OTU_bef1,OTU_aft1,True
uniq24751,OTU_bef197,OTU_aft155,True
uniq24752,OTU_bef9,OTU_aft9,True
uniq24753,OTU_bef1747,,False
uniq24754,OTU_bef8,OTU_aft8,True
uniq24755,OTU_bef9,OTU_aft9,True
uniq24756,OTU_bef68,OTU_aft65,True
uniq24757,OTU_bef3,OTU_aft3,True
uniq24758,OTU_bef1748,,False
uniq24759,OTU_bef29,OTU_aft29,True
uniq2476,OTU_bef7,OTU_aft7,True
uniq24760,OTU_bef11,OTU_aft11,True
uniq24761,OTU_bef988,OTU_aft52,False
uniq24762,OTU_bef2493,,False
uniq24763,OTU_bef48,OTU_aft46,True
uniq24764,OTU_bef1749,,False
uniq24765,OTU_bef6,OTU_aft6,True
uniq24766,OTU_bef73,OTU_aft70,True
uniq24767,OTU_bef37,OTU_aft35,True
uniq24768,OTU_bef3,OTU_aft3,True
uniq24769,OTU_bef2,OTU_aft2,True
uniq2477,OTU_bef5,OTU_aft5,True
uniq24770,OTU_bef1,OTU_aft1,True
uniq24771,OTU_bef2591,OTU_aft56,False
uniq24772,OTU_bef3,OTU_aft3,True
uniq24773,OTU_bef256,OTU_aft189,True
uniq24774,OTU_bef1750,,False
uniq24775,OTU_bef31,OTU_aft31,True
uniq24776,OTU_bef1640,,False
uniq24777,OTU_bef32,OTU_aft32,True
uniq24778,OTU_bef356,,False
uniq24779,OTU_bef991,,False
uniq2478,OTU_bef22,OTU_aft22,True
uniq24780,OTU_bef1,OTU_aft1,True
uniq24781,OTU_bef1751,,False
uniq24782,OTU_bef1,OTU_aft1,True
uniq24783,OTU_bef1,OTU_aft1,True
uniq24784,OTU_bef10,OTU_aft10,True
uniq24785,OTU_bef184,,False
uniq24786,OTU_bef1,OTU_aft1,True
uniq24787,OTU_bef8,OTU_aft8,True
uniq24788,OTU_bef46,OTU_aft44,True
uniq24789,OTU_bef1752,,False
uniq2479,OTU_bef22,OTU_aft22,True
uniq24790,OTU_bef24,OTU_aft24,True
uniq24791,OTU_bef10,OTU_aft10,True
uniq24792,OTU_bef2,OTU_aft2,True
uniq24793,OTU_bef1,OTU_aft1,True
uniq24794,OTU_bef24,OTU_aft24,True
uniq24795,OTU_bef8,OTU_aft8,True
uniq24796,OTU_bef2,OTU_aft2,True
uniq24797,OTU_bef61,OTU_aft59,True
uniq24798,OTU_bef33,OTU_aft33,True
uniq24799,OTU_bef6,OTU_aft6,True
uniq248,OTU_bef5,OTU_aft5,True
uniq2480,OTU_bef5,OTU_aft5,True
uniq24800,OTU_bef1753,,False
uniq24801,OTU_bef34,OTU_aft34,True
uniq24802,OTU_bef1,OTU_aft1,True
uniq24803,OTU_bef24,OTU_aft24,True
uniq24804,OTU_bef1754,,False
uniq24805,OTU_bef12,OTU_aft12,True
uniq24806,OTU_bef46,OTU_aft44,True
uniq24807,OTU_bef1755,,False
uniq24808,OTU_bef10,OTU_aft10,True
uniq24809,OTU_bef2,OTU_aft2,True
uniq2481,OTU_bef201,OTU_aft157,True
uniq24810,OTU_bef41,OTU_aft39,True
uniq24811,OTU_bef10,OTU_aft10,True
uniq24812,OTU_bef963,OTU_aft3,False
uniq24813,OTU_bef28,OTU_aft28,True
uniq24814,OTU_bef112,OTU_aft101,True
uniq24815,OTU_bef47,OTU_aft45,True
uniq24816,OTU_bef30,OTU_aft30,True
uniq24817,OTU_bef560,,False
uniq24818,OTU_bef59,OTU_aft57,True
uniq24819,OTU_bef2,OTU_aft2,True
uniq2482,OTU_bef18,OTU_aft18,True
uniq24820,OTU_bef1,OTU_aft1,True
uniq24821,OTU_bef1,OTU_aft1,True
uniq24822,OTU_bef17,OTU_aft17,True
uniq24823,OTU_bef12,OTU_aft12,True
uniq24824,OTU_bef32,OTU_aft32,True
uniq24825,OTU_bef2,OTU_aft2,True
uniq24826,OTU_bef56,OTU_aft54,True
uniq24827,OTU_bef110,OTU_aft99,True
uniq24828,OTU_bef1756,,False
uniq24829,OTU_bef103,OTU_aft94,True
uniq2483,OTU_bef55,OTU_aft53,True
uniq24830,OTU_bef2,OTU_aft2,True
uniq24831,OTU_bef48,OTU_aft46,True
uniq24832,OTU_bef9,OTU_aft9,True
uniq24833,OTU_bef20,OTU_aft20,True
uniq24834,OTU_bef23,OTU_aft23,True
uniq24835,OTU_bef28,OTU_aft28,True
uniq24836,OTU_bef62,OTU_aft60,True
uniq24837,OTU_bef32,OTU_aft32,True
uniq24838,OTU_bef75,OTU_aft72,True
uniq24839,OTU_bef2,OTU_aft2,True
uniq2484,OTU_bef26,OTU_aft26,True
uniq24840,OTU_bef12,OTU_aft12,True
uniq24841,OTU_bef29,OTU_aft29,True
uniq24842,OTU_bef40,OTU_aft38,True
uniq24843,OTU_bef42,OTU_aft40,True
uniq24844,OTU_bef11,OTU_aft11,True
uniq24845,OTU_bef1757,,False
uniq24846,OTU_bef1,OTU_aft1,True
uniq24847,OTU_bef11,OTU_aft11,True
uniq24848,OTU_bef3,OTU_aft3,True
uniq24849,OTU_bef9,OTU_aft9,True
uniq2485,OTU_bef5,OTU_aft5,True
uniq24850,OTU_bef2014,,False
uniq24851,OTU_bef73,OTU_aft70,True
uniq24852,OTU_bef2,OTU_aft2,True
uniq24853,OTU_bef20,OTU_aft20,True
uniq24854,OTU_bef1,OTU_aft1,True
uniq24855,OTU_bef3,OTU_aft3,True
uniq24856,OTU_bef59,OTU_aft57,True
uniq24857,OTU_bef30,OTU_aft30,True
uniq24858,OTU_bef6,OTU_aft6,True
uniq24859,OTU_bef30,OTU_aft30,True
uniq2486,OTU_bef5,OTU_aft5,True
uniq24860,OTU_bef1,OTU_aft1,True
uniq24861,OTU_bef29,OTU_aft29,True
uniq24862,OTU_bef24,OTU_aft24,True
uniq24863,OTU_bef1,OTU_aft1,True
uniq24864,OTU_bef3,OTU_aft3,True
uniq24865,OTU_bef996,,False
uniq24866,OTU_bef6,OTU_aft6,True
uniq24867,OTU_bef8,OTU_aft8,True
uniq24868,OTU_bef73,OTU_aft70,True
uniq24869,OTU_bef154,OTU_aft129,True
uniq2487,OTU_bef26,OTU_aft26,True
uniq24870,OTU_bef3,OTU_aft3,True
uniq24871,OTU_bef943,OTU_aft35,False
uniq24872,OTU_bef29,OTU_aft29,True
uniq24873,OTU_bef59,OTU_aft57,True
uniq24874,OTU_bef1758,,False
uniq24875,OTU_bef73,OTU_aft70,True
uniq24876,OTU_bef1171,,False
uniq24877,OTU_bef1,OTU_aft1,True
uniq24878,OTU_bef56,OTU_aft54,True
uniq24879,OTU_bef53,OTU_aft51,True
uniq2488,OTU_bef81,OTU_aft76,True
uniq24880,OTU_bef3,OTU_aft3,True
uniq24881,OTU_bef12,OTU_aft12,True
uniq24882,OTU_bef64,OTU_aft61,True
uniq24883,OTU_bef62,OTU_aft60,True
uniq24884,OTU_bef11,OTU_aft11,True
uniq24885,OTU_bef42,OTU_aft40,True
uniq24886,OTU_bef1,OTU_aft1,True
uniq24887,OTU_bef28,OTU_aft28,True
uniq24888,OTU_bef29,OTU_aft29,True
uniq24889,OTU_bef3,OTU_aft3,True
uniq2489,OTU_bef420,,False
uniq24890,OTU_bef8,OTU_aft8,True
uniq24891,OTU_bef73,OTU_aft70,True
uniq24892,OTU_bef133,OTU_aft115,True
uniq24893,OTU_bef93,OTU_aft86,True
uniq24894,OTU_bef48,OTU_aft46,True
uniq24895,OTU_bef1,OTU_aft1,True
uniq24896,OTU_bef1,OTU_aft1,True
uniq24897,OTU_bef2,OTU_aft2,True
uniq24898,OTU_bef3,OTU_aft3,True
uniq24899,OTU_bef11,OTU_aft11,True
uniq249,OTU_bef76,,False
uniq2490,OTU_bef2,OTU_aft2,True
uniq24900,OTU_bef30,OTU_aft30,True
uniq24901,OTU_bef8,OTU_aft8,True
uniq24902,OTU_bef6,OTU_aft6,True
uniq24903,OTU_bef514,,False
uniq24904,OTU_bef179,OTU_aft147,True
uniq24905,OTU_bef24,OTU_aft24,True
uniq24906,OTU_bef56,OTU_aft54,True
uniq24907,OTU_bef110,OTU_aft99,True
uniq24908,OTU_bef93,OTU_aft86,True
uniq24909,OTU_bef32,OTU_aft32,True
uniq2491,OTU_bef76,,False
uniq24910,OTU_bef11,OTU_aft11,True
uniq24911,OTU_bef885,OTU_aft52,False
uniq24912,OTU_bef58,OTU_aft56,True
uniq24913,OTU_bef33,OTU_aft33,True
uniq24914,OTU_bef2,OTU_aft2,True
uniq24915,OTU_bef17,OTU_aft17,True
uniq24916,OTU_bef29,OTU_aft29,True
uniq24917,OTU_bef47,OTU_aft45,True
uniq24918,OTU_bef1759,,False
uniq24919,OTU_bef8,OTU_aft8,True
uniq2492,OTU_bef7,OTU_aft7,True
uniq24920,OTU_bef53,OTU_aft51,True
uniq24921,OTU_bef61,OTU_aft59,True
uniq24922,OTU_bef142,OTU_aft120,True
uniq24923,OTU_bef89,OTU_aft82,True
uniq24924,OTU_bef1,OTU_aft1,True
uniq24925,OTU_bef31,OTU_aft31,True
uniq24926,OTU_bef10,OTU_aft10,True
uniq24927,OTU_bef32,OTU_aft32,True
uniq24928,OTU_bef1760,,False
uniq24929,OTU_bef229,OTU_aft172,True
uniq2493,OTU_bef131,OTU_aft114,True
uniq24930,OTU_bef3,OTU_aft3,True
uniq24931,OTU_bef101,OTU_aft93,True
uniq24932,OTU_bef2,OTU_aft2,True
uniq24933,OTU_bef33,OTU_aft33,True
uniq24934,OTU_bef51,OTU_aft49,True
uniq24935,OTU_bef12,OTU_aft12,True
uniq24936,OTU_bef1025,,False
uniq24937,OTU_bef129,OTU_aft112,True
uniq24938,OTU_bef56,OTU_aft54,True
uniq24939,OTU_bef48,OTU_aft46,True
uniq2494,OTU_bef100,OTU_aft92,True
uniq24940,OTU_bef1761,,False
uniq24941,OTU_bef6,OTU_aft6,True
uniq24942,OTU_bef101,OTU_aft93,True
uniq24943,OTU_bef1,OTU_aft1,True
uniq24944,OTU_bef6,OTU_aft6,True
uniq24945,OTU_bef1762,,False
uniq24946,OTU_bef184,,False
uniq24947,OTU_bef127,OTU_aft111,True
uniq24948,OTU_bef54,OTU_aft52,True
uniq24949,OTU_bef94,OTU_aft87,True
uniq2495,OTU_bef7,OTU_aft7,True
uniq24950,OTU_bef30,OTU_aft30,True
uniq24951,OTU_bef24,OTU_aft24,True
uniq24952,OTU_bef78,OTU_aft74,True
uniq24953,OTU_bef36,,False
uniq24954,OTU_bef3,OTU_aft3,True
uniq24955,OTU_bef28,OTU_aft28,True
uniq24956,OTU_bef8,OTU_aft8,True
uniq24957,OTU_bef37,OTU_aft35,True
uniq24958,OTU_bef1,OTU_aft1,True
uniq24959,OTU_bef1,OTU_aft1,True
uniq2496,OTU_bef22,OTU_aft22,True
uniq24960,OTU_bef104,OTU_aft95,True
uniq24961,OTU_bef92,OTU_aft85,True
uniq24962,OTU_bef8,OTU_aft8,True
uniq24963,OTU_bef34,OTU_aft34,True
uniq24964,OTU_bef50,OTU_aft48,True
uniq24965,OTU_bef8,OTU_aft8,True
uniq24966,OTU_bef3,OTU_aft3,True
uniq24967,OTU_bef8,OTU_aft8,True
uniq24968,OTU_bef6,OTU_aft6,True
uniq24969,OTU_bef24,OTU_aft24,True
uniq2497,OTU_bef13,OTU_aft13,True
uniq24970,OTU_bef6,OTU_aft6,True
uniq24971,OTU_bef2591,OTU_aft56,False
uniq24972,OTU_bef1436,,False
uniq24973,OTU_bef6,OTU_aft6,True
uniq24974,OTU_bef30,OTU_aft30,True
uniq24975,OTU_bef2,OTU_aft2,True
uniq24976,OTU_bef8,OTU_aft8,True
uniq24977,OTU_bef11,OTU_aft11,True
uniq24978,OTU_bef10,OTU_aft10,True
uniq24979,OTU_bef1763,,False
uniq2498,OTU_bef18,OTU_aft18,True
uniq24980,OTU_bef3,OTU_aft3,True
uniq24981,OTU_bef103,OTU_aft94,True
uniq24982,OTU_bef446,,False
uniq24983,OTU_bef1764,,False
uniq24984,OTU_bef109,OTU_aft98,True
uniq24985,OTU_bef29,OTU_aft29,True
uniq24986,OTU_bef8,OTU_aft8,True
uniq24987,OTU_bef51,OTU_aft49,True
uniq24988,OTU_bef12,OTU_aft12,True
uniq24989,OTU_bef154,OTU_aft129,True
uniq2499,OTU_bef26,OTU_aft26,True
uniq24990,OTU_bef1590,,False
uniq24991,OTU_bef161,OTU_aft136,True
uniq24992,OTU_bef92,OTU_aft85,True
uniq24993,OTU_bef50,OTU_aft48,True
uniq24994,OTU_bef37,OTU_aft35,True
uniq24995,OTU_bef1032,,False
uniq24996,OTU_bef24,OTU_aft24,True
uniq24997,OTU_bef1765,,False
uniq24998,OTU_bef1766,,False
uniq24999,OTU_bef105,OTU_aft96,True
uniq25,OTU_bef22,OTU_aft22,True
uniq250,OTU_bef147,OTU_aft124,True
uniq2500,OTU_bef22,OTU_aft22,True
uniq25000,OTU_bef1,OTU_aft1,True
uniq25001,OTU_bef1,OTU_aft1,True
uniq25002,OTU_bef8,OTU_aft8,True
uniq25003,OTU_bef10,OTU_aft10,True
uniq25004,OTU_bef2,OTU_aft2,True
uniq25005,OTU_bef1,OTU_aft1,True
uniq25006,OTU_bef8,OTU_aft8,True
uniq25007,OTU_bef1767,,False
uniq25008,OTU_bef17,OTU_aft17,True
uniq25009,OTU_bef109,OTU_aft98,True
uniq2501,OTU_bef751,OTU_aft53,False
uniq25010,OTU_bef40,OTU_aft38,True
uniq25011,OTU_bef75,OTU_aft72,True
uniq25012,OTU_bef110,OTU_aft99,True
uniq25013,OTU_bef251,,False
uniq25014,OTU_bef625,OTU_aft2,False
uniq25015,OTU_bef3,OTU_aft3,True
uniq25016,OTU_bef8,OTU_aft8,True
uniq25017,OTU_bef34,OTU_aft34,True
uniq25018,OTU_bef87,OTU_aft80,True
uniq25019,OTU_bef1487,,False
uniq2502,OTU_bef22,OTU_aft22,True
uniq25020,OTU_bef93,OTU_aft86,True
uniq25021,OTU_bef32,OTU_aft32,True
uniq25022,OTU_bef54,OTU_aft52,True
uniq25023,OTU_bef41,OTU_aft39,True
uniq25024,OTU_bef2,OTU_aft2,True
uniq25025,OTU_bef9,OTU_aft9,True
uniq25026,OTU_bef24,OTU_aft24,True
uniq25027,OTU_bef12,OTU_aft12,True
uniq25028,OTU_bef37,OTU_aft35,True
uniq25029,OTU_bef6,OTU_aft6,True
uniq2503,OTU_bef19,OTU_aft19,True
uniq25030,OTU_bef129,OTU_aft112,True
uniq25031,OTU_bef1,OTU_aft1,True
uniq25032,OTU_bef2,OTU_aft2,True
uniq25033,OTU_bef2546,,False
uniq25034,OTU_bef1,OTU_aft1,True
uniq25035,OTU_bef2,OTU_aft2,True
uniq25036,OTU_bef101,OTU_aft93,True
uniq25037,OTU_bef58,OTU_aft56,True
uniq25038,OTU_bef48,OTU_aft46,True
uniq25039,OTU_bef23,OTU_aft23,True
uniq2504,OTU_bef300,,False
uniq25040,OTU_bef48,OTU_aft46,True
uniq25041,OTU_bef10,OTU_aft10,True
uniq25042,OTU_bef8,OTU_aft8,True
uniq25043,OTU_bef8,OTU_aft8,True
uniq25044,OTU_bef1,OTU_aft1,True
uniq25045,OTU_bef1768,,False
uniq25046,OTU_bef1,OTU_aft1,True
uniq25047,OTU_bef1769,,False
uniq25048,OTU_bef12,OTU_aft12,True
uniq25049,OTU_bef10,OTU_aft10,True
uniq2505,OTU_bef5,OTU_aft5,True
uniq25050,OTU_bef6,OTU_aft6,True
uniq25051,OTU_bef50,OTU_aft48,True
uniq25052,OTU_bef175,OTU_aft145,True
uniq25053,OTU_bef28,OTU_aft28,True
uniq25054,OTU_bef1451,,False
uniq25055,OTU_bef10,OTU_aft10,True
uniq25056,OTU_bef3,OTU_aft3,True
uniq25057,OTU_bef1,OTU_aft1,True
uniq25058,OTU_bef1,OTU_aft1,True
uniq25059,OTU_bef57,OTU_aft55,True
uniq2506,OTU_bef4,OTU_aft4,True
uniq25060,OTU_bef120,,False
uniq25061,OTU_bef12,OTU_aft12,True
uniq25062,OTU_bef78,OTU_aft74,True
uniq25063,OTU_bef1636,,False
uniq25064,OTU_bef1,OTU_aft1,True
uniq25065,OTU_bef37,OTU_aft35,True
uniq25066,OTU_bef1,OTU_aft1,True
uniq25067,OTU_bef34,OTU_aft34,True
uniq25068,OTU_bef118,OTU_aft106,True
uniq25069,OTU_bef229,OTU_aft172,True
uniq2507,OTU_bef410,,False
uniq25070,OTU_bef1729,,False
uniq25071,OTU_bef3,OTU_aft3,True
uniq25072,OTU_bef24,OTU_aft24,True
uniq25073,OTU_bef2,OTU_aft2,True
uniq25074,OTU_bef103,OTU_aft94,True
uniq25075,OTU_bef3,OTU_aft3,True
uniq25076,OTU_bef28,OTU_aft28,True
uniq25077,OTU_bef154,OTU_aft129,True
uniq25078,OTU_bef2,OTU_aft2,True
uniq25079,OTU_bef1770,,False
uniq2508,OTU_bef55,OTU_aft53,True
uniq25080,OTU_bef62,OTU_aft60,True
uniq25081,OTU_bef147,OTU_aft124,True
uniq25082,OTU_bef9,OTU_aft9,True
uniq25083,OTU_bef1554,,False
uniq25084,OTU_bef87,OTU_aft80,True
uniq25085,OTU_bef1401,,False
uniq25086,OTU_bef1771,,False
uniq25087,OTU_bef1772,,False
uniq25088,OTU_bef61,OTU_aft59,True
uniq25089,OTU_bef8,OTU_aft8,True
uniq2509,OTU_bef5,OTU_aft5,True
uniq25090,OTU_bef1,OTU_aft1,True
uniq25091,OTU_bef12,OTU_aft12,True
uniq25092,OTU_bef1671,,False
uniq25093,OTU_bef109,OTU_aft98,True
uniq25094,OTU_bef35,,False
uniq25095,OTU_bef64,OTU_aft61,True
uniq25096,OTU_bef37,OTU_aft35,True
uniq25097,OTU_bef28,OTU_aft28,True
uniq25098,OTU_bef37,OTU_aft35,True
uniq25099,OTU_bef50,OTU_aft48,True
uniq251,OTU_bef2,OTU_aft2,True
uniq2510,OTU_bef4,OTU_aft4,True
uniq25100,OTU_bef121,OTU_aft108,True
uniq25101,OTU_bef58,OTU_aft56,True
uniq25102,OTU_bef2,OTU_aft2,True
uniq25103,OTU_bef32,OTU_aft32,True
uniq25104,OTU_bef8,OTU_aft8,True
uniq25105,OTU_bef2,OTU_aft2,True
uniq25106,OTU_bef130,OTU_aft113,True
uniq25107,OTU_bef1,OTU_aft1,True
uniq25108,OTU_bef926,,False
uniq25109,OTU_bef42,OTU_aft40,True
uniq2511,OTU_bef115,,False
uniq25110,OTU_bef28,OTU_aft28,True
uniq25111,OTU_bef53,OTU_aft51,True
uniq25112,OTU_bef32,OTU_aft32,True
uniq25113,OTU_bef1773,,False
uniq25114,OTU_bef1454,OTU_aft91,False
uniq25115,OTU_bef2,OTU_aft2,True
uniq25116,OTU_bef1774,,False
uniq25117,OTU_bef35,,False
uniq25118,OTU_bef8,OTU_aft8,True
uniq25119,OTU_bef1,OTU_aft1,True
uniq2512,OTU_bef7,OTU_aft7,True
uniq25120,OTU_bef1,OTU_aft1,True
uniq25121,OTU_bef151,OTU_aft127,True
uniq25122,OTU_bef1775,,False
uniq25123,OTU_bef1,OTU_aft1,True
uniq25124,OTU_bef1,OTU_aft1,True
uniq25125,OTU_bef6,OTU_aft6,True
uniq25126,OTU_bef8,OTU_aft8,True
uniq25127,OTU_bef3,OTU_aft3,True
uniq25128,OTU_bef1776,,False
uniq25129,OTU_bef37,OTU_aft35,True
uniq2513,OTU_bef18,OTU_aft18,True
uniq25130,OTU_bef24,OTU_aft24,True
uniq25131,OTU_bef1777,,False
uniq25132,OTU_bef31,OTU_aft31,True
uniq25133,OTU_bef1918,,False
uniq25134,OTU_bef152,,False
uniq25135,OTU_bef6,OTU_aft6,True
uniq25136,OTU_bef1,OTU_aft1,True
uniq25137,OTU_bef1,OTU_aft1,True
uniq25138,OTU_bef28,OTU_aft28,True
uniq25139,OTU_bef1,OTU_aft1,True
uniq2514,OTU_bef55,OTU_aft53,True
uniq25140,OTU_bef8,OTU_aft8,True
uniq25141,OTU_bef8,OTU_aft8,True
uniq25142,OTU_bef111,OTU_aft100,True
uniq25143,OTU_bef1,OTU_aft1,True
uniq25144,OTU_bef1280,,False
uniq25145,OTU_bef28,OTU_aft28,True
uniq25146,OTU_bef34,OTU_aft34,True
uniq25147,OTU_bef9,OTU_aft9,True
uniq25148,OTU_bef1778,,False
uniq25149,OTU_bef10,OTU_aft10,True
uniq2515,OTU_bef4,OTU_aft4,True
uniq25150,OTU_bef1779,,False
uniq25151,OTU_bef8,OTU_aft8,True
uniq25152,OTU_bef1,OTU_aft1,True
uniq25153,OTU_bef29,OTU_aft29,True
uniq25154,OTU_bef2,OTU_aft2,True
uniq25155,OTU_bef1780,,False
uniq25156,OTU_bef28,OTU_aft28,True
uniq25157,OTU_bef24,OTU_aft24,True
uniq25158,OTU_bef9,OTU_aft9,True
uniq25159,OTU_bef1781,,False
uniq2516,OTU_bef7,OTU_aft7,True
uniq25160,OTU_bef1782,,False
uniq25161,OTU_bef6,OTU_aft6,True
uniq25162,OTU_bef47,OTU_aft45,True
uniq25163,OTU_bef30,OTU_aft30,True
uniq25164,OTU_bef41,OTU_aft39,True
uniq25165,OTU_bef1,OTU_aft1,True
uniq25166,OTU_bef3,OTU_aft3,True
uniq25167,OTU_bef1783,,False
uniq25168,OTU_bef943,,False
uniq25169,OTU_bef1,OTU_aft1,True
uniq2517,OTU_bef55,OTU_aft53,True
uniq25170,OTU_bef1784,,False
uniq25171,OTU_bef54,OTU_aft52,True
uniq25172,OTU_bef1,OTU_aft1,True
uniq25173,OTU_bef3,OTU_aft3,True
uniq25174,OTU_bef2,OTU_aft2,True
uniq25175,OTU_bef1,OTU_aft1,True
uniq25176,OTU_bef6,OTU_aft6,True
uniq25177,OTU_bef111,OTU_aft100,True
uniq25178,OTU_bef37,OTU_aft35,True
uniq25179,OTU_bef285,,False
uniq2518,OTU_bef27,OTU_aft27,True
uniq25180,OTU_bef29,OTU_aft29,True
uniq25181,OTU_bef9,OTU_aft9,True
uniq25182,OTU_bef1785,,False
uniq25183,OTU_bef11,OTU_aft11,True
uniq25184,OTU_bef43,OTU_aft41,True
uniq25185,OTU_bef20,OTU_aft20,True
uniq25186,OTU_bef3,OTU_aft3,True
uniq25187,OTU_bef62,OTU_aft60,True
uniq25188,OTU_bef2591,OTU_aft56,False
uniq25189,OTU_bef8,OTU_aft8,True
uniq2519,OTU_bef7,OTU_aft7,True
uniq25190,OTU_bef24,OTU_aft24,True
uniq25191,OTU_bef210,,False
uniq25192,OTU_bef73,OTU_aft70,True
uniq25193,OTU_bef1390,,False
uniq25194,OTU_bef1786,,False
uniq25195,OTU_bef6,OTU_aft6,True
uniq25196,OTU_bef979,,False
uniq25197,OTU_bef197,OTU_aft155,True
uniq25198,OTU_bef1599,,False
uniq25199,OTU_bef8,OTU_aft8,True
uniq252,OTU_bef151,OTU_aft127,True
uniq2520,OTU_bef416,OTU_aft50,False
uniq25200,OTU_bef48,OTU_aft46,True
uniq25201,OTU_bef2,OTU_aft2,True
uniq25202,OTU_bef1787,,False
uniq25203,OTU_bef11,OTU_aft11,True
uniq25204,OTU_bef11,OTU_aft11,True
uniq25205,OTU_bef8,OTU_aft8,True
uniq25206,OTU_bef51,OTU_aft49,True
uniq25207,OTU_bef544,,False
uniq25208,OTU_bef28,OTU_aft28,True
uniq25209,OTU_bef130,OTU_aft113,True
uniq2521,OTU_bef7,OTU_aft7,True
uniq25210,OTU_bef53,OTU_aft51,True
uniq25211,OTU_bef196,OTU_aft154,True
uniq25212,OTU_bef1788,,False
uniq25213,OTU_bef215,OTU_aft164,True
uniq25214,OTU_bef24,OTU_aft24,True
uniq25215,OTU_bef184,,False
uniq25216,OTU_bef3,OTU_aft3,True
uniq25217,OTU_bef31,OTU_aft31,True
uniq25218,OTU_bef28,OTU_aft28,True
uniq25219,OTU_bef8,OTU_aft8,True
uniq2522,OTU_bef4,OTU_aft4,True
uniq25220,OTU_bef61,OTU_aft59,True
uniq25221,OTU_bef159,OTU_aft134,True
uniq25222,OTU_bef11,OTU_aft11,True
uniq25223,OTU_bef109,OTU_aft98,True
uniq25224,OTU_bef40,OTU_aft38,True
uniq25225,OTU_bef9,OTU_aft9,True
