,bef,aft,id_OTU
uniq1,OTU_bef1,OTU_aft1,True
uniq10,OTU_bef10,OTU_aft10,True
uniq100,OTU_bef77,OTU_aft73,True
uniq1000,OTU_bef3,OTU_aft3,True
uniq10000,OTU_bef4,OTU_aft4,True
uniq10001,OTU_bef4,OTU_aft4,True
uniq10002,OTU_bef4,OTU_aft4,True
uniq10003,OTU_bef16,OTU_aft16,True
uniq10004,OTU_bef55,OTU_aft53,True
uniq10005,OTU_bef114,OTU_aft103,True
uniq10006,OTU_bef55,OTU_aft53,True
uniq10007,OTU_bef2,OTU_aft2,True
uniq10008,OTU_bef565,,False
uniq10009,OTU_bef21,OTU_aft21,True
uniq1001,OTU_bef2,OTU_aft2,True
uniq10010,OTU_bef4,OTU_aft4,True
uniq10011,OTU_bef70,OTU_aft67,True
uniq10012,OTU_bef14,OTU_aft14,True
uniq10013,OTU_bef566,,False
uniq10014,OTU_bef67,OTU_aft64,True
uniq10015,OTU_bef4,OTU_aft4,True
uniq10016,OTU_bef81,OTU_aft76,True
uniq10017,OTU_bef15,OTU_aft15,True
uniq10018,OTU_bef65,OTU_aft62,True
uniq10019,OTU_bef76,,False
uniq1002,OTU_bef2,OTU_aft2,True
uniq10020,OTU_bef245,,False
uniq10021,OTU_bef19,OTU_aft19,True
uniq10022,OTU_bef55,OTU_aft53,True
uniq10023,OTU_bef422,,False
uniq10024,OTU_bef55,OTU_aft53,True
uniq10025,OTU_bef21,OTU_aft21,True
uniq10026,OTU_bef21,OTU_aft21,True
uniq10027,OTU_bef55,OTU_aft53,True
uniq10028,OTU_bef91,OTU_aft84,True
uniq10029,OTU_bef19,OTU_aft19,True
uniq1003,OTU_bef3,OTU_aft3,True
uniq10030,OTU_bef86,OTU_aft79,True
uniq10031,OTU_bef19,OTU_aft19,True
uniq10032,OTU_bef55,OTU_aft53,True
uniq10033,OTU_bef725,OTU_aft26,False
uniq10034,OTU_bef55,OTU_aft53,True
uniq10035,OTU_bef7,OTU_aft7,True
uniq10036,OTU_bef2,OTU_aft2,True
uniq10037,OTU_bef5,OTU_aft5,True
uniq10038,OTU_bef567,,False
uniq10039,OTU_bef318,,False
uniq1004,OTU_bef2,OTU_aft2,True
uniq10040,OTU_bef55,OTU_aft53,True
uniq10041,OTU_bef188,OTU_aft150,True
uniq10042,OTU_bef725,OTU_aft26,False
uniq10043,OTU_bef49,OTU_aft47,True
uniq10044,OTU_bef76,,False
uniq10045,OTU_bef72,OTU_aft69,True
uniq10046,OTU_bef55,OTU_aft53,True
uniq10047,OTU_bef5,OTU_aft5,True
uniq10048,OTU_bef5,OTU_aft5,True
uniq10049,OTU_bef26,OTU_aft26,True
uniq1005,OTU_bef1,OTU_aft1,True
uniq10050,OTU_bef568,,False
uniq10051,OTU_bef38,OTU_aft36,True
uniq10052,OTU_bef5,OTU_aft5,True
uniq10053,OTU_bef55,OTU_aft53,True
uniq10054,OTU_bef55,OTU_aft53,True
uniq10055,OTU_bef90,OTU_aft83,True
uniq10056,OTU_bef55,OTU_aft53,True
uniq10057,OTU_bef5,OTU_aft5,True
uniq10058,OTU_bef26,OTU_aft26,True
uniq10059,OTU_bef7,OTU_aft7,True
uniq1006,OTU_bef270,,False
uniq10060,OTU_bef38,OTU_aft36,True
uniq10061,OTU_bef55,OTU_aft53,True
uniq10062,OTU_bef55,OTU_aft53,True
uniq10063,OTU_bef81,OTU_aft76,True
uniq10064,OTU_bef569,,False
uniq10065,OTU_bef55,OTU_aft53,True
uniq10066,OTU_bef55,OTU_aft53,True
uniq10067,OTU_bef54,OTU_aft52,True
uniq10068,OTU_bef72,OTU_aft69,True
uniq10069,OTU_bef19,OTU_aft19,True
uniq1007,OTU_bef8,OTU_aft8,True
uniq10070,OTU_bef55,OTU_aft53,True
uniq10071,OTU_bef7,OTU_aft7,True
uniq10072,OTU_bef7,OTU_aft7,True
uniq10073,OTU_bef7,OTU_aft7,True
uniq10074,OTU_bef13,OTU_aft13,True
uniq10075,OTU_bef5,OTU_aft5,True
uniq10076,OTU_bef79,,False
uniq10077,OTU_bef25,OTU_aft25,True
uniq10078,OTU_bef14,OTU_aft14,True
uniq10079,OTU_bef55,OTU_aft53,True
uniq1008,OTU_bef2,OTU_aft2,True
uniq10080,OTU_bef27,OTU_aft27,True
uniq10081,OTU_bef55,OTU_aft53,True
uniq10082,OTU_bef69,OTU_aft66,True
uniq10083,OTU_bef16,OTU_aft16,True
uniq10084,OTU_bef2720,OTU_aft79,False
uniq10085,OTU_bef389,,False
uniq10086,OTU_bef76,,False
uniq10087,OTU_bef27,OTU_aft27,True
uniq10088,OTU_bef38,OTU_aft36,True
uniq10089,OTU_bef27,OTU_aft27,True
uniq1009,OTU_bef1,OTU_aft1,True
uniq10090,OTU_bef55,OTU_aft53,True
uniq10091,OTU_bef5,OTU_aft5,True
uniq10092,OTU_bef44,OTU_aft42,True
uniq10093,OTU_bef55,OTU_aft53,True
uniq10094,OTU_bef55,OTU_aft53,True
uniq10095,OTU_bef19,OTU_aft19,True
uniq10096,OTU_bef304,OTU_aft206,True
uniq10097,OTU_bef55,OTU_aft53,True
uniq10098,OTU_bef167,,False
uniq10099,OTU_bef63,,False
uniq101,OTU_bef3,OTU_aft3,True
uniq1010,OTU_bef3,OTU_aft3,True
uniq10100,OTU_bef63,,False
uniq10101,OTU_bef55,OTU_aft53,True
uniq10102,OTU_bef45,OTU_aft43,True
uniq10103,OTU_bef21,OTU_aft21,True
uniq10104,OTU_bef65,OTU_aft62,True
uniq10105,OTU_bef19,OTU_aft19,True
uniq10106,OTU_bef21,OTU_aft21,True
uniq10107,OTU_bef27,OTU_aft27,True
uniq10108,OTU_bef16,OTU_aft16,True
uniq10109,OTU_bef5,OTU_aft5,True
uniq1011,OTU_bef11,OTU_aft11,True
uniq10110,OTU_bef86,OTU_aft79,True
uniq10111,OTU_bef570,,False
uniq10112,OTU_bef22,OTU_aft22,True
uniq10113,OTU_bef26,OTU_aft26,True
uniq10114,OTU_bef412,OTU_aft53,False
uniq10115,OTU_bef79,,False
uniq10116,OTU_bef55,OTU_aft53,True
uniq10117,OTU_bef26,OTU_aft26,True
uniq10118,OTU_bef22,OTU_aft22,True
uniq10119,OTU_bef55,OTU_aft53,True
uniq1012,OTU_bef1,OTU_aft1,True
uniq10120,OTU_bef52,OTU_aft50,True
uniq10121,OTU_bef571,,False
uniq10122,OTU_bef25,OTU_aft25,True
uniq10123,OTU_bef21,OTU_aft21,True
uniq10124,OTU_bef5,OTU_aft5,True
uniq10125,OTU_bef572,,False
uniq10126,OTU_bef19,OTU_aft19,True
uniq10127,OTU_bef81,OTU_aft76,True
uniq10128,OTU_bef573,,False
uniq10129,OTU_bef13,OTU_aft13,True
uniq1013,OTU_bef60,OTU_aft58,True
uniq10130,OTU_bef22,OTU_aft22,True
uniq10131,OTU_bef27,OTU_aft27,True
uniq10132,OTU_bef751,OTU_aft53,False
uniq10133,OTU_bef19,OTU_aft19,True
uniq10134,OTU_bef25,OTU_aft25,True
uniq10135,OTU_bef38,OTU_aft36,True
uniq10136,OTU_bef38,OTU_aft36,True
uniq10137,OTU_bef22,OTU_aft22,True
uniq10138,OTU_bef188,OTU_aft150,True
uniq10139,OTU_bef15,OTU_aft15,True
uniq1014,OTU_bef54,OTU_aft52,True
uniq10140,OTU_bef15,OTU_aft15,True
uniq10141,OTU_bef88,OTU_aft81,True
uniq10142,OTU_bef55,OTU_aft53,True
uniq10143,OTU_bef26,OTU_aft26,True
uniq10144,OTU_bef308,,False
uniq10145,OTU_bef574,,False
uniq10146,OTU_bef5,OTU_aft5,True
uniq10147,OTU_bef55,OTU_aft53,True
uniq10148,OTU_bef15,OTU_aft15,True
uniq10149,OTU_bef15,OTU_aft15,True
uniq1015,OTU_bef1,OTU_aft1,True
uniq10150,OTU_bef55,OTU_aft53,True
uniq10151,OTU_bef19,OTU_aft19,True
uniq10152,OTU_bef7,OTU_aft7,True
uniq10153,OTU_bef847,OTU_aft16,False
uniq10154,OTU_bef19,OTU_aft19,True
uniq10155,OTU_bef397,,False
uniq10156,OTU_bef22,OTU_aft22,True
uniq10157,OTU_bef22,OTU_aft22,True
uniq10158,OTU_bef49,OTU_aft47,True
uniq10159,OTU_bef575,,False
uniq1016,OTU_bef9,OTU_aft9,True
uniq10160,OTU_bef83,OTU_aft78,True
uniq10161,OTU_bef44,OTU_aft42,True
uniq10162,OTU_bef308,,False
uniq10163,OTU_bef55,OTU_aft53,True
uniq10164,OTU_bef71,OTU_aft68,True
uniq10165,OTU_bef21,OTU_aft21,True
uniq10166,OTU_bef66,OTU_aft63,True
uniq10167,OTU_bef5,OTU_aft5,True
uniq10168,OTU_bef4,OTU_aft4,True
uniq10169,OTU_bef55,OTU_aft53,True
uniq1017,OTU_bef2,OTU_aft2,True
uniq10170,OTU_bef55,OTU_aft53,True
uniq10171,OTU_bef55,OTU_aft53,True
uniq10172,OTU_bef14,OTU_aft14,True
uniq10173,OTU_bef14,OTU_aft14,True
uniq10174,OTU_bef576,,False
uniq10175,OTU_bef55,OTU_aft53,True
uniq10176,OTU_bef19,OTU_aft19,True
uniq10177,OTU_bef14,OTU_aft14,True
uniq10178,OTU_bef14,OTU_aft14,True
uniq10179,OTU_bef14,OTU_aft14,True
uniq1018,OTU_bef3,OTU_aft3,True
uniq10180,OTU_bef19,OTU_aft19,True
uniq10181,OTU_bef79,OTU_aft53,False
uniq10182,OTU_bef19,OTU_aft19,True
uniq10183,OTU_bef19,OTU_aft19,True
uniq10184,OTU_bef4,OTU_aft4,True
uniq10185,OTU_bef5,OTU_aft5,True
uniq10186,OTU_bef2696,OTU_aft53,False
uniq10187,OTU_bef7,OTU_aft7,True
uniq10188,OTU_bef55,OTU_aft53,True
uniq10189,OTU_bef16,OTU_aft16,True
uniq1019,OTU_bef3,OTU_aft3,True
uniq10190,OTU_bef39,OTU_aft37,True
uniq10191,OTU_bef14,OTU_aft14,True
uniq10192,OTU_bef55,OTU_aft53,True
uniq10193,OTU_bef55,OTU_aft53,True
uniq10194,OTU_bef160,OTU_aft135,True
uniq10195,OTU_bef18,OTU_aft18,True
uniq10196,OTU_bef2692,OTU_aft42,False
uniq10197,OTU_bef39,OTU_aft37,True
uniq10198,OTU_bef751,OTU_aft53,False
uniq10199,OTU_bef72,OTU_aft69,True
uniq102,OTU_bef79,,False
uniq1020,OTU_bef1,OTU_aft1,True
uniq10200,OTU_bef25,OTU_aft25,True
uniq10201,OTU_bef330,,False
uniq10202,OTU_bef54,OTU_aft52,True
uniq10203,OTU_bef577,,False
uniq10204,OTU_bef15,OTU_aft15,True
uniq10205,OTU_bef25,OTU_aft25,True
uniq10206,OTU_bef27,OTU_aft27,True
uniq10207,OTU_bef2,OTU_aft2,True
uniq10208,OTU_bef14,OTU_aft14,True
uniq10209,OTU_bef13,OTU_aft13,True
uniq1021,OTU_bef30,OTU_aft30,True
uniq10210,OTU_bef578,,False
uniq10211,OTU_bef4,OTU_aft4,True
uniq10212,OTU_bef26,OTU_aft26,True
uniq10213,OTU_bef14,OTU_aft14,True
uniq10214,OTU_bef55,OTU_aft53,True
uniq10215,OTU_bef4,OTU_aft4,True
uniq10216,OTU_bef55,OTU_aft53,True
uniq10217,OTU_bef751,OTU_aft53,False
uniq10218,OTU_bef26,OTU_aft26,True
uniq10219,OTU_bef81,OTU_aft76,True
uniq1022,OTU_bef208,OTU_aft161,True
uniq10220,OTU_bef751,OTU_aft53,False
uniq10221,OTU_bef19,OTU_aft19,True
uniq10222,OTU_bef2,OTU_aft2,True
uniq10223,OTU_bef83,OTU_aft78,True
uniq10224,OTU_bef328,,False
uniq10225,OTU_bef571,,False
uniq10226,OTU_bef55,OTU_aft53,True
uniq10227,OTU_bef19,OTU_aft19,True
uniq10228,OTU_bef7,OTU_aft7,True
uniq10229,OTU_bef15,OTU_aft15,True
uniq1023,OTU_bef2,OTU_aft2,True
uniq10230,OTU_bef19,OTU_aft19,True
uniq10231,OTU_bef95,OTU_aft88,True
uniq10232,OTU_bef27,OTU_aft27,True
uniq10233,OTU_bef65,OTU_aft62,True
uniq10234,OTU_bef19,OTU_aft19,True
uniq10235,OTU_bef107,,False
uniq10236,OTU_bef160,OTU_aft135,True
uniq10237,OTU_bef4,OTU_aft4,True
uniq10238,OTU_bef55,OTU_aft53,True
uniq10239,OTU_bef22,OTU_aft22,True
uniq1024,OTU_bef8,OTU_aft8,True
uniq10240,OTU_bef26,OTU_aft26,True
uniq10241,OTU_bef26,OTU_aft26,True
uniq10242,OTU_bef27,OTU_aft27,True
uniq10243,OTU_bef19,OTU_aft19,True
uniq10244,OTU_bef27,OTU_aft27,True
uniq10245,OTU_bef579,,False
uniq10246,OTU_bef580,,False
uniq10247,OTU_bef45,OTU_aft43,True
uniq10248,OTU_bef5,OTU_aft5,True
uniq10249,OTU_bef734,OTU_aft53,False
uniq1025,OTU_bef1,OTU_aft1,True
uniq10250,OTU_bef55,OTU_aft53,True
uniq10251,OTU_bef15,OTU_aft15,True
uniq10252,OTU_bef22,OTU_aft22,True
uniq10253,OTU_bef38,OTU_aft36,True
uniq10254,OTU_bef350,OTU_aft52,False
uniq10255,OTU_bef38,OTU_aft36,True
uniq10256,OTU_bef15,OTU_aft15,True
uniq10257,OTU_bef19,OTU_aft19,True
uniq10258,OTU_bef22,OTU_aft22,True
uniq10259,OTU_bef15,OTU_aft15,True
uniq1026,OTU_bef8,OTU_aft8,True
uniq10260,OTU_bef751,OTU_aft53,False
uniq10261,OTU_bef65,OTU_aft62,True
uniq10262,OTU_bef13,OTU_aft13,True
uniq10263,OTU_bef55,OTU_aft53,True
uniq10264,OTU_bef52,OTU_aft50,True
uniq10265,OTU_bef44,OTU_aft42,True
uniq10266,OTU_bef581,,False
uniq10267,OTU_bef2,OTU_aft2,True
uniq10268,OTU_bef4,OTU_aft4,True
uniq10269,OTU_bef79,,False
uniq1027,OTU_bef1,OTU_aft1,True
uniq10270,OTU_bef81,OTU_aft76,True
uniq10271,OTU_bef18,OTU_aft18,True
uniq10272,OTU_bef7,OTU_aft7,True
uniq10273,OTU_bef582,,False
uniq10274,OTU_bef4,OTU_aft4,True
uniq10275,OTU_bef416,,False
uniq10276,OTU_bef5,OTU_aft5,True
uniq10277,OTU_bef583,,False
uniq10278,OTU_bef45,OTU_aft43,True
uniq10279,OTU_bef71,OTU_aft68,True
uniq1028,OTU_bef3,OTU_aft3,True
uniq10280,OTU_bef584,,False
uniq10281,OTU_bef585,,False
uniq10282,OTU_bef19,OTU_aft19,True
uniq10283,OTU_bef190,,False
uniq10284,OTU_bef586,,False
uniq10285,OTU_bef55,OTU_aft53,True
uniq10286,OTU_bef7,OTU_aft7,True
uniq10287,OTU_bef7,OTU_aft7,True
uniq10288,OTU_bef587,,False
uniq10289,OTU_bef19,OTU_aft19,True
uniq1029,OTU_bef1,OTU_aft1,True
uniq10290,OTU_bef322,,False
uniq10291,OTU_bef14,OTU_aft14,True
uniq10292,OTU_bef25,OTU_aft25,True
uniq10293,OTU_bef19,OTU_aft19,True
uniq10294,OTU_bef38,OTU_aft36,True
uniq10295,OTU_bef5,OTU_aft5,True
uniq10296,OTU_bef55,OTU_aft53,True
uniq10297,OTU_bef22,OTU_aft22,True
uniq10298,OTU_bef21,OTU_aft21,True
uniq10299,OTU_bef19,OTU_aft19,True
uniq103,OTU_bef80,OTU_aft75,True
uniq1030,OTU_bef271,,False
uniq10300,OTU_bef307,OTU_aft208,True
uniq10301,OTU_bef22,OTU_aft22,True
uniq10302,OTU_bef5,OTU_aft5,True
uniq10303,OTU_bef5,OTU_aft5,True
uniq10304,OTU_bef7,OTU_aft7,True
uniq10305,OTU_bef76,,False
uniq10306,OTU_bef55,OTU_aft53,True
uniq10307,OTU_bef7,OTU_aft7,True
uniq10308,OTU_bef16,OTU_aft16,True
uniq10309,OTU_bef588,,False
uniq1031,OTU_bef272,,False
uniq10310,OTU_bef27,OTU_aft27,True
uniq10311,OTU_bef21,OTU_aft21,True
uniq10312,OTU_bef177,OTU_aft146,True
uniq10313,OTU_bef27,OTU_aft27,True
uniq10314,OTU_bef4,OTU_aft4,True
uniq10315,OTU_bef15,OTU_aft15,True
uniq10316,OTU_bef589,,False
uniq10317,OTU_bef219,,False
uniq10318,OTU_bef26,OTU_aft26,True
uniq10319,OTU_bef4,OTU_aft4,True
uniq1032,OTU_bef3,OTU_aft3,True
uniq10320,OTU_bef124,OTU_aft110,True
uniq10321,OTU_bef22,OTU_aft22,True
uniq10322,OTU_bef45,OTU_aft43,True
uniq10323,OTU_bef22,OTU_aft22,True
uniq10324,OTU_bef25,OTU_aft25,True
uniq10325,OTU_bef44,OTU_aft42,True
uniq10326,OTU_bef13,OTU_aft13,True
uniq10327,OTU_bef19,OTU_aft19,True
uniq10328,OTU_bef52,OTU_aft50,True
uniq10329,OTU_bef22,OTU_aft22,True
uniq1033,OTU_bef1,OTU_aft1,True
uniq10330,OTU_bef55,OTU_aft53,True
uniq10331,OTU_bef22,OTU_aft22,True
uniq10332,OTU_bef65,OTU_aft62,True
uniq10333,OTU_bef44,OTU_aft42,True
uniq10334,OTU_bef55,OTU_aft53,True
uniq10335,OTU_bef26,OTU_aft26,True
uniq10336,OTU_bef2,OTU_aft2,True
uniq10337,OTU_bef590,,False
uniq10338,OTU_bef19,OTU_aft19,True
uniq10339,OTU_bef123,OTU_aft109,True
uniq1034,OTU_bef273,OTU_aft196,True
uniq10340,OTU_bef15,OTU_aft15,True
uniq10341,OTU_bef726,OTU_aft64,False
uniq10342,OTU_bef7,OTU_aft7,True
uniq10343,OTU_bef751,OTU_aft53,False
uniq10344,OTU_bef55,OTU_aft53,True
uniq10345,OTU_bef5,OTU_aft5,True
uniq10346,OTU_bef55,OTU_aft53,True
uniq10347,OTU_bef4,OTU_aft4,True
uniq10348,OTU_bef55,OTU_aft53,True
uniq10349,OTU_bef18,OTU_aft18,True
uniq1035,OTU_bef68,OTU_aft65,True
uniq10350,OTU_bef55,OTU_aft53,True
uniq10351,OTU_bef13,OTU_aft13,True
uniq10352,OTU_bef45,OTU_aft43,True
uniq10353,OTU_bef88,OTU_aft81,True
uniq10354,OTU_bef2,OTU_aft2,True
uniq10355,OTU_bef25,OTU_aft25,True
uniq10356,OTU_bef2,OTU_aft2,True
uniq10357,OTU_bef16,OTU_aft16,True
uniq10358,OTU_bef21,OTU_aft21,True
uniq10359,OTU_bef69,OTU_aft66,True
uniq1036,OTU_bef1,OTU_aft1,True
uniq10360,OTU_bef54,OTU_aft52,True
uniq10361,OTU_bef72,OTU_aft69,True
uniq10362,OTU_bef751,OTU_aft53,False
uniq10363,OTU_bef2,OTU_aft2,True
uniq10364,OTU_bef15,OTU_aft15,True
uniq10365,OTU_bef13,OTU_aft13,True
uniq10366,OTU_bef13,OTU_aft13,True
uniq10367,OTU_bef2,OTU_aft2,True
uniq10368,OTU_bef45,OTU_aft43,True
uniq10369,OTU_bef5,OTU_aft5,True
uniq1037,OTU_bef2,OTU_aft2,True
uniq10370,OTU_bef4,OTU_aft4,True
uniq10371,OTU_bef76,,False
uniq10372,OTU_bef4,OTU_aft4,True
uniq10373,OTU_bef26,OTU_aft26,True
uniq10374,OTU_bef591,,False
uniq10375,OTU_bef69,OTU_aft66,True
uniq10376,OTU_bef22,OTU_aft22,True
uniq10377,OTU_bef71,OTU_aft68,True
uniq10378,OTU_bef592,,False
uniq10379,OTU_bef7,OTU_aft7,True
uniq1038,OTU_bef6,OTU_aft6,True
uniq10380,OTU_bef19,OTU_aft19,True
uniq10381,OTU_bef91,OTU_aft84,True
uniq10382,OTU_bef21,OTU_aft21,True
uniq10383,OTU_bef21,OTU_aft21,True
uniq10384,OTU_bef22,OTU_aft22,True
uniq10385,OTU_bef242,OTU_aft182,True
uniq10386,OTU_bef21,OTU_aft21,True
uniq10387,OTU_bef13,OTU_aft13,True
uniq10388,OTU_bef16,OTU_aft16,True
uniq10389,OTU_bef39,OTU_aft37,True
uniq1039,OTU_bef1,OTU_aft1,True
uniq10390,OTU_bef593,,False
uniq10391,OTU_bef15,OTU_aft15,True
uniq10392,OTU_bef7,OTU_aft7,True
uniq10393,OTU_bef221,,False
uniq10394,OTU_bef735,OTU_aft42,False
uniq10395,OTU_bef26,OTU_aft26,True
uniq10396,OTU_bef594,,False
uniq10397,OTU_bef55,OTU_aft53,True
uniq10398,OTU_bef14,OTU_aft14,True
uniq10399,OTU_bef69,OTU_aft66,True
uniq104,OTU_bef81,OTU_aft76,True
uniq1040,OTU_bef1,OTU_aft1,True
uniq10400,OTU_bef71,OTU_aft68,True
uniq10401,OTU_bef107,,False
uniq10402,OTU_bef55,OTU_aft53,True
uniq10403,OTU_bef69,OTU_aft66,True
uniq10404,OTU_bef595,,False
uniq10405,OTU_bef55,OTU_aft53,True
uniq10406,OTU_bef13,OTU_aft13,True
uniq10407,OTU_bef4,OTU_aft4,True
uniq10408,OTU_bef54,OTU_aft52,True
uniq10409,OTU_bef16,OTU_aft16,True
uniq1041,OTU_bef8,OTU_aft8,True
uniq10410,OTU_bef38,OTU_aft36,True
uniq10411,OTU_bef81,OTU_aft76,True
uniq10412,OTU_bef65,OTU_aft62,True
uniq10413,OTU_bef72,OTU_aft69,True
uniq10414,OTU_bef416,,False
uniq10415,OTU_bef726,OTU_aft64,False
uniq10416,OTU_bef596,,False
uniq10417,OTU_bef135,OTU_aft116,True
uniq10418,OTU_bef7,OTU_aft7,True
uniq10419,OTU_bef69,OTU_aft66,True
uniq1042,OTU_bef1,OTU_aft1,True
uniq10420,OTU_bef38,OTU_aft36,True
uniq10421,OTU_bef329,,False
uniq10422,OTU_bef16,OTU_aft16,True
uniq10423,OTU_bef21,OTU_aft21,True
uniq10424,OTU_bef45,OTU_aft43,True
uniq10425,OTU_bef52,OTU_aft50,True
uniq10426,OTU_bef52,OTU_aft50,True
uniq10427,OTU_bef55,OTU_aft53,True
uniq10428,OTU_bef55,OTU_aft53,True
uniq10429,OTU_bef4,OTU_aft4,True
uniq1043,OTU_bef3,OTU_aft3,True
uniq10430,OTU_bef70,OTU_aft67,True
uniq10431,OTU_bef597,,False
uniq10432,OTU_bef26,OTU_aft26,True
uniq10433,OTU_bef5,OTU_aft5,True
uniq10434,OTU_bef25,OTU_aft25,True
uniq10435,OTU_bef751,OTU_aft53,False
uniq10436,OTU_bef4,OTU_aft4,True
uniq10437,OTU_bef55,OTU_aft53,True
uniq10438,OTU_bef55,OTU_aft53,True
uniq10439,OTU_bef177,OTU_aft146,True
uniq1044,OTU_bef3,OTU_aft3,True
uniq10440,OTU_bef91,OTU_aft84,True
uniq10441,OTU_bef7,OTU_aft7,True
uniq10442,OTU_bef7,OTU_aft7,True
uniq10443,OTU_bef83,OTU_aft78,True
uniq10444,OTU_bef598,,False
uniq10445,OTU_bef7,OTU_aft7,True
uniq10446,OTU_bef599,,False
uniq10447,OTU_bef7,OTU_aft7,True
uniq10448,OTU_bef55,OTU_aft53,True
uniq10449,OTU_bef76,,False
uniq1045,OTU_bef943,OTU_aft35,False
uniq10450,OTU_bef26,OTU_aft26,True
uniq10451,OTU_bef202,,False
uniq10452,OTU_bef55,OTU_aft53,True
uniq10453,OTU_bef44,OTU_aft42,True
uniq10454,OTU_bef18,OTU_aft18,True
uniq10455,OTU_bef751,OTU_aft53,False
uniq10456,OTU_bef22,OTU_aft22,True
uniq10457,OTU_bef4,OTU_aft4,True
uniq10458,OTU_bef71,OTU_aft68,True
uniq10459,OTU_bef22,OTU_aft22,True
uniq1046,OTU_bef2,OTU_aft2,True
uniq10460,OTU_bef19,OTU_aft19,True
uniq10461,OTU_bef70,OTU_aft67,True
uniq10462,OTU_bef244,OTU_aft184,True
uniq10463,OTU_bef18,OTU_aft18,True
uniq10464,OTU_bef734,OTU_aft53,False
uniq10465,OTU_bef187,OTU_aft149,True
uniq10466,OTU_bef4,OTU_aft4,True
uniq10467,OTU_bef19,OTU_aft19,True
uniq10468,OTU_bef215,OTU_aft164,True
uniq10469,OTU_bef22,OTU_aft22,True
uniq1047,OTU_bef1,OTU_aft1,True
uniq10470,OTU_bef4,OTU_aft4,True
uniq10471,OTU_bef19,OTU_aft19,True
uniq10472,OTU_bef600,,False
uniq10473,OTU_bef734,OTU_aft53,False
uniq10474,OTU_bef601,,False
uniq10475,OTU_bef55,OTU_aft53,True
uniq10476,OTU_bef55,OTU_aft53,True
uniq10477,OTU_bef44,OTU_aft42,True
uniq10478,OTU_bef38,OTU_aft36,True
uniq10479,OTU_bef19,OTU_aft19,True
uniq1048,OTU_bef274,,False
uniq10480,OTU_bef107,,False
uniq10481,OTU_bef22,OTU_aft22,True
uniq10482,OTU_bef2,OTU_aft2,True
uniq10483,OTU_bef7,OTU_aft7,True
uniq10484,OTU_bef7,OTU_aft7,True
uniq10485,OTU_bef55,OTU_aft53,True
uniq10486,OTU_bef4,OTU_aft4,True
uniq10487,OTU_bef55,OTU_aft53,True
uniq10488,OTU_bef54,OTU_aft52,True
uniq10489,OTU_bef49,OTU_aft47,True
uniq1049,OTU_bef1,OTU_aft1,True
uniq10490,OTU_bef25,OTU_aft25,True
uniq10491,OTU_bef188,OTU_aft150,True
uniq10492,OTU_bef7,OTU_aft7,True
uniq10493,OTU_bef38,OTU_aft36,True
uniq10494,OTU_bef5,OTU_aft5,True
uniq10495,OTU_bef321,,False
uniq10496,OTU_bef45,OTU_aft43,True
uniq10497,OTU_bef165,OTU_aft138,True
uniq10498,OTU_bef26,OTU_aft26,True
uniq10499,OTU_bef79,,False
uniq105,OTU_bef82,OTU_aft77,True
uniq1050,OTU_bef2,OTU_aft2,True
uniq10500,OTU_bef25,OTU_aft25,True
uniq10501,OTU_bef16,OTU_aft16,True
uniq10502,OTU_bef320,,False
uniq10503,OTU_bef45,OTU_aft43,True
uniq10504,OTU_bef45,OTU_aft43,True
uniq10505,OTU_bef19,OTU_aft19,True
uniq10506,OTU_bef95,OTU_aft88,True
uniq10507,OTU_bef81,OTU_aft76,True
uniq10508,OTU_bef4,OTU_aft4,True
uniq10509,OTU_bef90,OTU_aft83,True
uniq1051,OTU_bef275,,False
uniq10510,OTU_bef124,OTU_aft110,True
uniq10511,OTU_bef21,OTU_aft21,True
uniq10512,OTU_bef4,OTU_aft4,True
uniq10513,OTU_bef4,OTU_aft4,True
uniq10514,OTU_bef4,OTU_aft4,True
uniq10515,OTU_bef21,OTU_aft21,True
uniq10516,OTU_bef22,OTU_aft22,True
uniq10517,OTU_bef796,OTU_aft42,False
uniq10518,OTU_bef652,OTU_aft206,False
uniq10519,OTU_bef735,OTU_aft42,False
uniq1052,OTU_bef2,OTU_aft2,True
uniq10520,OTU_bef5,OTU_aft5,True
uniq10521,OTU_bef55,OTU_aft53,True
uniq10522,OTU_bef55,OTU_aft53,True
uniq10523,OTU_bef19,OTU_aft19,True
uniq10524,OTU_bef16,OTU_aft16,True
uniq10525,OTU_bef726,OTU_aft64,False
uniq10526,OTU_bef65,OTU_aft62,True
uniq10527,OTU_bef79,,False
uniq10528,OTU_bef55,OTU_aft53,True
uniq10529,OTU_bef76,,False
uniq1053,OTU_bef276,,False
uniq10530,OTU_bef21,OTU_aft21,True
uniq10531,OTU_bef55,OTU_aft53,True
uniq10532,OTU_bef4,OTU_aft4,True
uniq10533,OTU_bef404,,False
uniq10534,OTU_bef55,OTU_aft53,True
uniq10535,OTU_bef22,OTU_aft22,True
uniq10536,OTU_bef26,OTU_aft26,True
uniq10537,OTU_bef13,OTU_aft13,True
uniq10538,OTU_bef81,OTU_aft76,True
uniq10539,OTU_bef25,OTU_aft25,True
uniq1054,OTU_bef277,,False
uniq10540,OTU_bef4,OTU_aft4,True
uniq10541,OTU_bef19,OTU_aft19,True
uniq10542,OTU_bef114,OTU_aft103,True
uniq10543,OTU_bef55,OTU_aft53,True
