,reads,uniqs,uniqs_in_bef_OTU,bef_OTU,uniqs_in_aft_OTU,aft_OTU,Got_a_OTU,Got_both,Got_nor,master_OTU
RNMB1_FXBSP2_tag18_H4,2410,354,354,48,337,35,354,337,0,51
RNMB1_FXBSP2_tag18_H7,8884,1507,1507,103,1389,46,1507,1389,0,103
RNMB1_FXBSP2_tag18_H8,1705,477,477,39,467,28,477,467,0,39
RNMB1_FXBSP3_tag42_A10,3936,843,843,111,746,53,843,746,0,113
RNMB1_FXBSP3_tag42_A11,175,69,69,36,39,14,69,39,0,38
RNMB1_FXBSP3_tag42_A12,3772,834,834,98,740,38,834,740,0,101
RNMB1_FXBSP3_tag42_A1,3305,915,915,61,900,44,915,900,0,63
RNMB1_FXBSP3_tag42_A3,1381,481,481,26,476,22,481,476,0,27
RNMB1_FXBSP3_tag42_A4,1414,316,316,26,308,19,316,308,0,28
RNMB1_FXBSP3_tag42_A5,2759,777,777,40,763,27,777,763,0,40
RNMB1_FXBSP3_tag42_A6,1912,555,555,40,513,30,555,513,0,43
RNMB1_FXBSP3_tag42_A7,3842,987,987,46,962,32,987,962,0,49
RNMB1_FXBSP3_tag42_B10,5226,984,984,77,953,52,984,953,0,80
RNMB1_FXBSP3_tag42_B11,4740,1064,1064,128,1018,85,1064,1018,0,132
RNMB1_FXBSP3_tag42_B12,1308,167,167,56,127,27,167,127,0,60
RNMB1_FXBSP3_tag42_B1,1362,389,389,31,377,22,389,377,0,32
RNMB1_FXBSP3_tag42_B2,940,197,197,22,195,19,197,195,0,23
RNMB1_FXBSP3_tag42_B4,1625,398,398,37,388,25,398,388,0,39
RNMB1_FXBSP3_tag42_B5,3592,1054,1054,36,1041,24,1054,1041,0,37
RNMB1_FXBSP3_tag42_B6,2699,681,681,30,668,19,681,668,0,33
RNMB1_FXBSP3_tag42_B7,3914,858,858,42,848,32,858,848,0,44
RNMB1_FXBSP3_tag42_B8,3757,974,974,34,940,23,974,940,0,36
RNMB1_FXBSP3_tag42_B9,3404,825,825,44,802,32,825,802,0,45
RNMB1_FXBSP3_tag42_C12,2182,396,396,40,382,29,396,382,0,40
RNMB1_FXBSP3_tag42_C1,1465,514,514,27,509,22,514,509,0,28
RNMB1_FXBSP3_tag42_C2,754,252,252,23,249,20,252,249,0,25
RNMB1_FXBSP3_tag42_C3,5804,1032,1032,39,1019,27,1032,1019,0,42
RNMB1_FXBSP3_tag42_C4,1150,292,292,29,287,23,292,287,0,30
RNMB1_FXBSP3_tag42_C5,1660,505,505,43,488,33,505,488,0,45
RNMB1_FXBSP3_tag42_C6,1338,449,449,24,447,21,449,447,0,27
RNMB1_FXBSP3_tag42_C8,1590,371,371,26,367,20,371,367,0,26
RNMB1_FXBSP3_tag42_D10,3845,736,736,62,711,39,736,711,0,62
RNMB1_FXBSP3_tag42_D11,5420,1107,1107,151,1017,83,1107,1017,0,156
RNMB1_FXBSP3_tag42_D1,1399,367,367,43,357,35,367,357,0,46
RNMB1_FXBSP3_tag42_D3,3621,1111,1111,39,1105,29,1111,1105,0,40
RNMB1_FXBSP3_tag42_D5,4717,1166,1166,39,1154,28,1166,1154,0,40
RNMB1_FXBSP3_tag42_D6,5107,1234,1234,35,1217,24,1234,1217,0,37
RNMB1_FXBSP3_tag42_D7,4676,1016,1016,51,1007,38,1016,1007,0,52
RNMB1_FXBSP3_tag42_D8,4512,1148,1148,42,1134,30,1148,1134,0,42
RNMB1_FXBSP3_tag42_E10,2124,569,569,102,526,60,569,526,0,108
RNMB1_FXBSP3_tag42_E11,3612,871,871,131,825,85,871,825,0,135
RNMB1_FXBSP3_tag42_E1,1491,468,468,34,463,28,468,463,0,36
RNMB1_FXBSP3_tag42_E2,2099,691,691,59,603,28,691,603,0,61
RNMB1_FXBSP3_tag42_E3,2521,664,664,41,647,25,664,647,0,42
RNMB1_FXBSP3_tag42_E5,3902,785,785,42,774,31,785,774,0,43
RNMB1_FXBSP3_tag42_E7,4651,969,969,37,944,29,969,944,0,38
RNMB1_FXBSP3_tag42_E8,3238,782,782,78,756,57,782,756,0,78
RNMB1_FXBSP3_tag42_E9,3166,601,601,106,558,69,601,558,0,107
RNMB1_FXBSP3_tag42_F11,3920,885,885,98,857,68,885,857,0,99
RNMB1_FXBSP3_tag42_F2,1313,271,271,25,265,21,271,265,0,27
RNMB1_FXBSP3_tag42_F3,2196,523,523,31,513,24,523,513,0,32
RNMB1_FXBSP3_tag42_F4,1824,516,516,24,498,20,516,498,0,26
RNMB1_FXBSP3_tag42_F5,1601,512,512,39,497,29,512,497,0,42
RNMB1_FXBSP3_tag42_G10,5206,1054,1054,131,967,62,1054,967,0,136
RNMB1_FXBSP3_tag42_G2,1738,580,580,37,568,28,580,568,0,37
RNMB1_FXBSP3_tag42_G3,1560,493,493,32,482,23,493,482,0,35
RNMB1_FXBSP3_tag42_G4,1230,344,344,28,337,23,344,337,0,29
RNMB1_FXBSP3_tag42_G5,4773,1036,1036,40,1021,27,1036,1021,0,42
RNMB1_FXBSP3_tag42_G7,3212,677,677,47,659,31,677,659,0,50
RNMB1_FXBSP3_tag42_G9,718,223,223,71,205,53,223,205,0,73
RNMB1_FXBSP3_tag42_H10,2367,587,587,81,510,53,587,510,0,85
RNMB1_FXBSP3_tag42_H11,2805,737,737,90,697,64,737,697,0,94
RNMB1_FXBSP3_tag42_H1,500,201,201,24,193,18,201,193,0,25
RNMB1_FXBSP3_tag42_H2,1481,466,466,27,454,20,466,454,0,29
RNMB1_FXBSP3_tag42_H3,1384,378,378,34,371,27,378,371,0,37
RNMB1_FXBSP3_tag42_H4,2309,680,680,24,676,17,680,676,0,25
RNMB1_FXBSP3_tag42_H6,1127,298,298,27,291,19,298,291,0,30
RNMB1_FXBSP3_tag42_H7,3369,791,791,30,785,25,791,785,0,33
RNMB1_FXBSP3_tag42_H8,3446,916,916,39,903,32,916,903,0,45
RNMB2_FXBSP4_tag07_A10,746,173,173,40,155,22,173,155,0,42
RNMB2_FXBSP4_tag07_A11,2483,570,570,31,507,10,570,507,0,31
RNMB2_FXBSP4_tag07_A12,446,179,179,31,169,23,179,169,0,33
RNMB2_FXBSP4_tag07_B11,160,69,69,12,69,12,69,69,0,12
RNMB2_FXBSP4_tag07_B12,149,62,62,20,60,18,62,60,0,20
RNMB2_FXBSP4_tag07_C10,13,5,5,5,2,2,5,2,0,5
RNMB2_FXBSP4_tag07_C11,701,234,234,46,216,30,234,216,0,48
RNMB2_FXBSP4_tag07_C12,1524,241,241,31,236,26,241,236,0,32
RNMB2_FXBSP4_tag07_C9,1891,454,454,45,365,12,454,365,0,45
RNMB2_FXBSP4_tag07_D10,1289,218,218,42,199,25,218,199,0,43
RNMB2_FXBSP4_tag07_D12,1121,197,197,30,191,24,197,191,0,31
RNMB2_FXBSP4_tag07_D9,1855,328,328,28,310,16,328,310,0,28
RNMB2_FXBSP4_tag07_E10,1744,397,397,37,382,26,397,382,0,38
RNMB2_FXBSP4_tag07_E11,2018,311,311,33,306,27,311,306,0,34
RNMB2_FXBSP4_tag07_E12,1762,507,507,37,502,29,507,502,0,38
RNMB2_FXBSP4_tag07_E9,1386,280,280,30,274,25,280,274,0,30
RNMB2_FXBSP4_tag07_F10,2211,405,405,51,383,29,405,383,0,53
RNMB2_FXBSP4_tag07_F11,421,113,113,32,104,22,113,104,0,33
RNMB2_FXBSP4_tag07_F12,1369,359,359,35,348,27,359,348,0,37
RNMB2_FXBSP4_tag07_F9,1142,343,343,42,330,29,343,330,0,43
RNMB2_FXBSP4_tag07_G10,381,177,177,29,143,13,177,143,0,30
RNMB2_FXBSP4_tag07_G11,445,159,159,32,150,23,159,150,0,32
RNMB2_FXBSP4_tag07_G12,2255,450,450,86,401,45,450,401,0,88
RNMB2_FXBSP4_tag07_G9,1124,357,357,43,338,26,357,338,0,45
RNMB2_FXBSP4_tag07_H10,36,16,16,9,15,8,16,15,0,9
RNMB2_FXBSP4_tag07_H11,190,72,72,25,71,21,72,71,0,25
RNMB2_FXBSP4_tag07_H9,2904,501,501,35,478,22,501,478,0,38
RNBC1_NREP10_tag35_A10,25,9,9,6,7,4,9,7,0,6
RNBC1_NREP10_tag35_A11,778,77,77,20,59,5,77,59,0,20
RNBC1_NREP10_tag35_A12,65,11,11,8,3,2,11,3,0,8
RNBC1_NREP10_tag35_A1,25,3,3,3,2,2,3,2,0,3
RNBC1_NREP10_tag35_A2,28,13,13,6,5,2,13,5,0,6
RNBC1_NREP10_tag35_A3,9801,778,778,2,777,1,778,777,0,2
RNBC1_NREP10_tag35_A4,8094,406,406,14,231,7,406,231,0,15
RNBC1_NREP10_tag35_A5,2257,272,272,15,184,5,272,184,0,15
RNBC1_NREP10_tag35_A6,72,39,39,7,36,4,39,36,0,7
RNBC1_NREP10_tag35_A7,14256,680,680,5,675,3,680,675,0,5
RNBC1_NREP10_tag35_A9,722,211,211,5,208,2,211,208,0,5
RNBC1_NREP10_tag35_A8,1,1,1,1,1,1,1,1,0,1
RNBC1_NREP10_tag35_B10,6,2,2,2,2,2,2,2,0,2
RNBC1_NREP10_tag35_B11,7,4,4,4,4,4,4,4,0,4
RNBC1_NREP10_tag35_B12,1737,169,169,1,169,1,169,169,0,1
RNBC1_NREP10_tag35_B1,15,8,8,2,7,1,8,7,0,2
RNBC1_NREP10_tag35_B3,3,3,3,3,2,2,3,2,0,3
RNBC1_NREP10_tag35_B4,7363,697,697,2,696,1,697,696,0,2
RNBC1_NREP10_tag35_B5,9,3,3,3,1,1,3,1,0,3
RNBC1_NREP10_tag35_B6,7,4,4,3,4,3,4,4,0,3
RNBC1_NREP10_tag35_B7,63,21,21,5,21,5,21,21,0,5
RNBC1_NREP10_tag35_B8,404,46,46,7,44,4,46,44,0,7
RNBC1_NREP10_tag35_B9,134,14,14,4,14,4,14,14,0,4
RNBC1_NREP10_tag35_C10,12,3,3,2,2,1,3,2,0,2
RNBC1_NREP10_tag35_C11,100,31,31,6,21,2,31,21,0,6
RNBC1_NREP10_tag35_C12,30,7,7,5,5,3,7,5,0,5
RNBC1_NREP10_tag35_C1,4,3,3,3,2,2,3,2,0,3
RNBC1_NREP10_tag35_C4,5,4,4,2,4,2,4,4,0,2
RNBC1_NREP10_tag35_C2,2,2,2,2,2,2,2,2,0,2
RNBC1_NREP10_tag35_C5,2,2,2,1,2,1,2,2,0,1
RNBC1_NREP10_tag35_C7,865,116,116,6,108,2,116,108,0,6
RNBC1_NREP10_tag35_C6,2,2,2,2,2,2,2,2,0,2
RNBC1_NREP10_tag35_C8,29,3,3,3,2,2,3,2,0,3
RNBC1_NREP10_tag35_C9,325,39,39,8,34,4,39,34,0,8
RNBC1_NREP10_tag35_D10,17,5,5,5,3,3,5,3,0,5
RNBC1_NREP10_tag35_D11,6513,460,460,11,451,3,460,451,0,11
RNBC1_NREP10_tag35_D12,156,19,19,9,11,5,19,11,0,9
RNBC1_NREP10_tag35_D1,58,11,11,4,9,2,11,9,0,4
RNBC1_NREP10_tag35_D2,2,1,1,1,1,1,1,1,0,1
RNBC1_NREP10_tag35_D3,3,3,3,3,3,3,3,3,0,3
RNBC1_NREP10_tag35_D5,139,7,7,4,4,3,7,4,0,4
RNBC1_NREP10_tag35_D4,6,5,5,4,5,4,5,5,0,4
RNBC1_NREP10_tag35_D6,21,9,9,1,9,1,9,9,0,1
RNBC1_NREP10_tag35_D7,217,17,17,4,12,2,17,12,0,4
RNBC1_NREP10_tag35_D8,36,5,5,3,3,1,5,3,0,3
RNBC1_NREP10_tag35_D9,1905,214,214,5,213,4,214,213,0,5
RNBC1_NREP10_tag35_E10,284,107,107,24,93,11,107,93,0,25
RNBC1_NREP10_tag35_E11,105,12,12,4,10,2,12,10,0,4
RNBC1_NREP10_tag35_E12,9,5,5,5,3,3,5,3,0,5
RNBC1_NREP10_tag35_E3,10,6,6,5,4,3,6,4,0,5
RNBC1_NREP10_tag35_E4,22,5,5,2,3,1,5,3,0,2
RNBC1_NREP10_tag35_E5,21,11,11,9,6,5,11,6,0,10
RNBC1_NREP10_tag35_E6,186,20,20,1,20,1,20,20,0,1
RNBC1_NREP10_tag35_E7,27,10,10,6,6,3,10,6,0,7
RNBC1_NREP10_tag35_E8,158,22,22,8,16,3,22,16,0,8
RNBC1_NREP10_tag35_E9,22,8,8,8,5,5,8,5,0,8
RNBC1_NREP10_tag35_F10,19,4,4,3,2,2,4,2,0,3
RNBC1_NREP10_tag35_F11,2771,392,392,19,376,8,392,376,0,19
RNBC1_NREP10_tag35_F12,9,7,7,7,7,7,7,7,0,7
RNBC1_NREP10_tag35_F2,6,2,2,2,0,0,2,0,0,2
RNBC1_NREP10_tag35_F3,50,6,6,3,5,2,6,5,0,3
RNBC1_NREP10_tag35_F4,149,42,42,4,41,3,42,41,0,4
RNBC1_NREP10_tag35_F5,179,65,65,6,54,1,65,54,0,6
RNBC1_NREP10_tag35_F6,196,72,72,5,71,4,72,71,0,5
RNBC1_NREP10_tag35_F7,15,7,7,4,6,3,7,6,0,4
RNBC1_NREP10_tag35_F8,47,12,12,5,8,2,12,8,0,5
RNBC1_NREP10_tag35_F9,46,10,10,9,5,5,10,5,0,9
RNBC1_NREP10_tag35_G10,102,28,28,11,14,4,28,14,0,11
RNBC1_NREP10_tag35_G11,6879,651,651,32,502,14,651,502,0,34
RNBC1_NREP10_tag35_G12,415,108,108,9,103,4,108,103,0,9
RNBC1_NREP10_tag35_G1,4,4,4,2,3,1,4,3,0,2
RNBC1_NREP10_tag35_G4,208,21,21,7,19,5,21,19,0,7
RNBC1_NREP10_tag35_G2,2,2,2,2,1,1,2,1,0,2
RNBC1_NREP10_tag35_G5,2,2,2,2,1,1,2,1,0,2
RNBC1_NREP10_tag35_G6,92,10,10,6,7,4,10,7,0,6
RNBC1_NREP10_tag35_G7,5,3,3,3,2,2,3,2,0,3
RNBC1_NREP10_tag35_G8,135,16,16,6,12,2,16,12,0,6
RNBC1_NREP10_tag35_G9,2881,358,358,13,347,5,358,347,0,13
RNBC1_NREP10_tag35_H10,2259,257,257,5,255,3,257,255,0,5
RNBC1_NREP10_tag35_H11,37,9,9,5,7,3,9,7,0,5
RNBC1_NREP10_tag35_H12,1018,256,256,3,255,2,256,255,0,3
RNBC1_NREP10_tag35_H1,90,6,6,1,6,1,6,6,0,1
RNBC1_NREP10_tag35_H3,39,5,5,4,0,0,5,0,0,4
RNBC1_NREP10_tag35_H2,6,4,4,4,4,4,4,4,0,4
RNBC1_NREP10_tag35_H4,28,14,14,6,14,6,14,14,0,6
RNBC1_NREP10_tag35_H5,52,4,4,1,4,1,4,4,0,1
RNBC1_NREP10_tag35_H6,615,78,78,26,19,6,78,19,0,26
RNBC1_NREP10_tag35_H7,1,1,1,1,0,0,1,0,0,1
RNBC1_NREP10_tag35_H8,13,7,7,5,3,2,7,3,0,5
RNBC1_NREP10_tag35_H9,360,103,103,8,98,4,103,98,0,8
RNBC1_NREP11_tag36_A11,11,4,4,4,4,4,4,4,0,4
RNBC1_NREP11_tag36_A12,11,9,9,9,9,9,9,9,0,9
RNBC1_NREP11_tag36_A1,8,7,7,6,4,4,7,4,0,6
RNBC1_NREP11_tag36_A3,122,73,73,39,71,37,73,71,0,41
RNBC1_NREP11_tag36_A4,79,28,28,16,27,14,28,27,0,16
RNBC1_NREP11_tag36_A5,10,10,10,8,10,8,10,10,0,8
RNBC1_NREP11_tag36_A6,1,1,1,1,1,1,1,1,0,1
RNBC1_NREP11_tag36_A7,3412,394,394,28,393,26,394,393,0,30
RNBC1_NREP11_tag36_B12,12,10,10,8,9,7,10,9,0,8
RNBC1_NREP11_tag36_B1,2,2,2,2,2,2,2,2,0,2
RNBC1_NREP11_tag36_B2,6,6,6,5,4,3,6,4,0,5
RNBC1_NREP11_tag36_B3,27,3,3,3,3,3,3,3,0,3
RNBC1_NREP11_tag36_B4,19,12,12,8,11,7,12,11,0,9
RNBC1_NREP11_tag36_B5,1,1,1,1,1,1,1,1,0,1
RNBC1_NREP11_tag36_B7,228,44,44,21,41,19,44,41,0,22
RNBC1_NREP11_tag36_B8,67,18,18,9,18,9,18,18,0,9
RNBC1_NREP11_tag36_C11,14,7,7,4,6,3,7,6,0,4
RNBC1_NREP11_tag36_C12,148,10,10,2,10,2,10,10,0,2
RNBC1_NREP11_tag36_C1,3,3,3,2,2,1,3,2,0,2
RNBC1_NREP11_tag36_C3,1,1,1,1,1,1,1,1,0,1
RNBC1_NREP11_tag36_C6,1,1,1,1,1,1,1,1,0,1
RNBC1_NREP11_tag36_C7,152,21,21,10,21,10,21,21,0,10
RNBC1_NREP11_tag36_C8,6,5,5,4,4,3,5,4,0,4
RNBC1_NREP11_tag36_C9,54,15,15,4,15,4,15,15,0,4
RNBC1_NREP11_tag36_D10,1,1,1,1,1,1,1,1,0,1
RNBC1_NREP11_tag36_D11,1931,174,174,18,173,16,174,173,0,18
RNBC1_NREP11_tag36_D12,871,88,88,9,87,8,88,87,0,9
RNBC1_NREP11_tag36_D2,5,4,4,4,4,3,4,4,0,5
RNBC1_NREP11_tag36_D8,16,10,10,4,7,1,10,7,0,4
RNBC1_NREP11_tag36_D9,21,17,17,16,13,12,17,13,0,16
RNBC1_NREP11_tag36_E10,291,61,61,2,61,2,61,61,0,2
RNBC1_NREP11_tag36_E11,1064,87,87,1,87,1,87,87,0,1
RNBC1_NREP11_tag36_E12,969,122,122,5,122,5,122,122,0,5
RNBC1_NREP11_tag36_E1,2,2,2,2,2,2,2,2,0,2
RNBC1_NREP11_tag36_E3,4,3,3,3,2,2,3,2,0,3
RNBC1_NREP11_tag36_E4,2,2,2,1,2,1,2,2,0,1
RNBC1_NREP11_tag36_E5,336,138,138,8,136,6,138,136,0,8
RNBC1_NREP11_tag36_E6,3,2,2,2,2,2,2,2,0,2
RNBC1_NREP11_tag36_E7,73,12,12,2,12,2,12,12,0,2
RNBC1_NREP11_tag36_E8,29,7,7,2,7,2,7,7,0,2
RNBC1_NREP11_tag36_E9,2311,201,201,3,201,3,201,201,0,3
RNBC1_NREP11_tag36_F11,37,22,22,15,22,16,22,22,0,17
RNBC1_NREP11_tag36_F12,717,86,86,3,86,3,86,86,0,3
RNBC1_NREP11_tag36_F1,3,1,1,1,1,1,1,1,0,1
RNBC1_NREP11_tag36_F2,1,1,1,1,1,1,1,1,0,1
RNBC1_NREP11_tag36_F3,9,4,4,1,4,1,4,4,0,1
RNBC1_NREP11_tag36_F4,81,12,12,2,11,1,12,11,0,2
RNBC1_NREP11_tag36_F5,144,32,32,3,32,3,32,32,0,3
RNBC1_NREP11_tag36_F6,2,1,1,1,1,1,1,1,0,1
RNBC1_NREP11_tag36_F7,27,13,13,9,12,8,13,12,0,9
RNBC1_NREP11_tag36_F8,308,99,99,3,99,3,99,99,0,3
RNBC1_NREP11_tag36_F9,6,4,4,4,3,3,4,3,0,4
RNBC1_NREP11_tag36_G11,89,35,35,16,33,14,35,33,0,16
RNBC1_NREP11_tag36_G12,99,5,5,2,4,1,5,4,0,2
RNBC1_NREP11_tag36_G3,1,1,1,1,1,1,1,1,0,1
RNBC1_NREP11_tag36_G4,1,1,1,1,1,1,1,1,0,1
RNBC1_NREP11_tag36_G5,18,12,12,4,10,2,12,10,0,4
RNBC1_NREP11_tag36_G6,19,9,9,7,1,1,9,1,0,7
RNBC1_NREP11_tag36_G7,8,3,3,3,2,2,3,2,0,3
RNBC1_NREP11_tag36_G8,86,17,17,7,15,6,17,15,0,9
RNBC1_NREP11_tag36_G9,54,16,16,11,14,9,16,14,0,11
RNBC1_NREP11_tag36_H10,41,13,13,11,12,10,13,12,0,11
RNBC1_NREP11_tag36_H11,30,13,13,11,13,11,13,13,0,11
RNBC1_NREP11_tag36_H12,50,8,8,6,7,5,8,7,0,6
RNBC1_NREP11_tag36_H1,2,2,2,2,2,2,2,2,0,2
RNBC1_NREP11_tag36_H2,727,268,268,6,2,2,268,2,0,6
RNBC1_NREP11_tag36_H4,3,3,3,3,3,3,3,3,0,3
RNBC1_NREP11_tag36_H5,1,1,1,1,1,1,1,1,0,1
RNBC1_NREP11_tag36_H6,442,46,46,17,44,13,46,44,0,18
RNBC1_NREP11_tag36_H8,132,6,6,1,6,1,6,6,0,1
RNBC1_NREP12_tag37_A10,12,8,8,3,7,2,8,7,0,3
RNBC1_NREP11_tag36_H9,1,1,1,1,1,1,1,1,0,1
RNBC1_NREP12_tag37_A11,28,27,27,23,24,21,27,24,0,24
RNBC1_NREP12_tag37_A12,5,5,5,5,4,4,5,4,0,6
RNBC1_NREP12_tag37_A1,277,30,30,4,30,4,30,30,0,4
RNBC1_NREP12_tag37_A3,3550,655,655,47,578,43,655,578,0,48
RNBC1_NREP12_tag37_A4,10328,761,761,55,676,32,761,676,0,58
RNBC1_NREP12_tag37_A5,1073,253,253,45,223,30,253,223,0,46
RNBC1_NREP12_tag37_A6,80,24,24,7,18,3,24,18,0,7
RNBC1_NREP12_tag37_A7,3505,468,468,84,422,53,468,422,0,86
RNBC1_NREP12_tag37_A8,4,2,2,2,2,2,2,2,0,2
RNBC1_NREP12_tag37_A9,65,37,37,8,37,8,37,37,0,8
RNBC1_NREP12_tag37_B10,3,3,3,3,2,2,3,2,0,3
RNBC1_NREP12_tag37_B11,1,1,1,1,0,0,1,0,0,1
RNBC1_NREP12_tag37_B12,6,4,4,4,2,2,4,2,0,4
RNBC1_NREP12_tag37_B2,1,1,1,1,0,0,1,0,0,1
RNBC1_NREP12_tag37_B1,4,4,4,4,4,4,4,4,0,4
RNBC1_NREP12_tag37_B4,3387,1129,1129,40,1097,31,1129,1097,0,41
RNBC1_NREP12_tag37_B3,1,1,1,1,1,1,1,1,0,1
RNBC1_NREP12_tag37_B5,24,5,5,4,5,4,5,5,0,4
RNBC1_NREP12_tag37_B6,3,3,3,2,3,2,3,3,0,2
RNBC1_NREP12_tag37_B7,72,35,35,18,29,14,35,29,0,18
RNBC1_NREP12_tag37_B8,544,209,209,20,204,15,209,204,0,20
RNBC1_NREP12_tag37_B9,5,3,3,2,3,2,3,3,0,2
RNBC1_NREP12_tag37_C11,991,308,308,24,302,18,308,302,0,27
RNBC1_NREP12_tag37_C10,1,1,1,1,1,1,1,1,0,1
RNBC1_NREP12_tag37_C12,36,8,8,7,6,5,8,6,0,8
RNBC1_NREP12_tag37_C1,57,16,16,6,10,2,16,10,0,6
RNBC1_NREP12_tag37_C3,3,1,1,1,0,0,1,0,0,1
RNBC1_NREP12_tag37_C4,5,4,4,4,3,3,4,3,0,4
RNBC1_NREP12_tag37_C7,1088,468,468,88,284,35,468,284,0,89
RNBC1_NREP12_tag37_C5,2,2,2,2,2,2,2,2,0,2
RNBC1_NREP12_tag37_C8,47,33,33,21,20,12,33,20,0,22
RNBC1_NREP12_tag37_C9,70,36,36,21,29,14,36,29,0,22
RNBC1_NREP12_tag37_D10,4,4,4,3,3,2,4,3,0,3
RNBC1_NREP12_tag37_D11,78,37,37,18,33,14,37,33,0,20
RNBC1_NREP12_tag37_D12,47,19,19,5,17,3,19,17,0,5
RNBC1_NREP12_tag37_D1,6,3,3,3,1,1,3,1,0,3
RNBC1_NREP12_tag37_D4,23,7,7,6,3,2,7,3,0,6
RNBC1_NREP12_tag37_D3,1,1,1,1,0,0,1,0,0,1
RNBC1_NREP12_tag37_D6,9,5,5,2,5,2,5,5,0,2
RNBC1_NREP12_tag37_D7,4,4,4,4,3,3,4,3,0,4
RNBC1_NREP12_tag37_D9,770,332,332,23,326,20,332,326,0,25
RNBC1_NREP12_tag37_E11,8,7,7,6,5,4,7,5,0,7
RNBC1_NREP12_tag37_E10,4,3,3,3,3,3,3,3,0,3
RNBC1_NREP12_tag37_E12,12,10,10,9,8,8,10,8,0,11
RNBC1_NREP12_tag37_E1,3,3,3,3,3,3,3,3,0,3
RNBC1_NREP12_tag37_E4,97,52,52,1,52,1,52,52,0,1
RNBC1_NREP12_tag37_E5,58,36,36,12,33,9,36,33,0,12
RNBC1_NREP12_tag37_E6,3,3,3,3,2,1,3,2,0,3
RNBC1_NREP12_tag37_E7,6,5,5,4,5,4,5,5,0,5
RNBC1_NREP12_tag37_E8,5,5,5,5,3,3,5,3,0,5
RNBC1_NREP12_tag37_E9,19,12,12,11,6,5,12,6,0,11
RNBC1_NREP12_tag37_F10,1,1,1,1,1,1,1,1,0,1
RNBC1_NREP12_tag37_F11,5316,439,439,43,433,37,439,433,0,44
RNBC1_NREP12_tag37_F12,2,2,2,2,2,2,2,2,0,2
RNBC1_NREP12_tag37_F1,1,1,1,1,1,1,1,1,0,1
RNBC1_NREP12_tag37_F3,18,10,10,5,8,3,10,8,0,6
RNBC1_NREP12_tag37_F2,1,1,1,1,1,1,1,1,0,1
RNBC1_NREP12_tag37_F4,4,3,3,3,2,2,3,2,0,4
RNBC1_NREP12_tag37_F6,3,3,3,3,3,3,3,3,0,3
RNBC1_NREP12_tag37_F7,5,4,4,4,4,4,4,4,0,4
RNBC1_NREP12_tag37_F8,22,8,8,6,5,4,8,5,0,6
RNBC1_NREP12_tag37_F9,7,4,4,3,3,2,4,3,0,3
RNBC1_NREP12_tag37_G11,1718,189,189,42,179,34,189,179,0,42
RNBC1_NREP12_tag37_G12,94,36,36,3,35,2,36,35,0,3
RNBC1_NREP12_tag37_G1,6,5,5,3,4,2,5,4,0,3
RNBC1_NREP12_tag37_G3,34,3,3,3,2,2,3,2,0,3
RNBC1_NREP12_tag37_G4,11,9,9,7,9,7,9,9,0,7
RNBC1_NREP12_tag37_G6,202,108,108,13,93,7,108,93,0,13
RNBC1_NREP12_tag37_G7,67,31,31,10,31,10,31,31,0,11
RNBC1_NREP12_tag37_G8,12,10,10,8,8,6,10,8,0,8
RNBC1_NREP12_tag37_G9,39,11,11,9,6,5,11,6,0,10
RNBC1_NREP12_tag37_H10,2870,244,244,28,237,22,244,237,0,29
RNBC1_NREP12_tag37_H11,263,65,65,21,59,15,65,59,0,22
RNBC1_NREP12_tag37_H1,11,4,4,2,3,1,4,3,0,2
RNBC1_NREP12_tag37_H12,2,1,1,1,1,1,1,1,0,1
RNBC1_NREP12_tag37_H3,48,6,6,3,0,0,6,0,0,3
RNBC1_NREP12_tag37_H4,86,31,31,3,31,3,31,31,0,4
RNBC1_NREP12_tag37_H6,151,23,23,12,21,10,23,21,0,13
RNBC1_NREP12_tag37_H9,70,36,36,6,33,3,36,33,0,6
RNBC1_NREP12_tag37_H7,1,1,1,1,1,1,1,1,0,1
RNBC1_NREP12_tag37_H8,4,4,4,4,2,2,4,2,0,4
RNBC1_NREP13_tag51_A10,59,26,26,18,21,13,26,21,0,18
RNBC1_NREP13_tag51_A11,4878,901,901,60,848,23,901,848,0,60
RNBC1_NREP13_tag51_A12,88,50,50,26,34,12,50,34,0,27
RNBC1_NREP13_tag51_A1,68,38,38,14,33,9,38,33,0,16
RNBC1_NREP13_tag51_A2,20,15,15,10,12,9,15,12,0,11
RNBC1_NREP13_tag51_A3,6820,986,986,65,929,23,986,929,0,65
RNBC1_NREP13_tag51_A4,2297,182,182,5,182,5,182,182,0,5
RNBC1_NREP13_tag51_A5,1504,679,679,107,534,27,679,534,0,107
RNBC1_NREP13_tag51_A6,203,113,113,20,101,11,113,101,0,21
RNBC1_NREP13_tag51_A7,4572,871,871,119,481,35,871,481,0,121
RNBC1_NREP13_tag51_A8,10,10,10,7,10,7,10,10,0,8
RNBC1_NREP13_tag51_A9,416,298,298,23,279,10,298,279,0,23
RNBC1_NREP13_tag51_B11,19,17,17,10,14,6,17,14,0,10
RNBC1_NREP13_tag51_B10,4,4,4,4,4,4,4,4,0,4
RNBC1_NREP13_tag51_B12,2599,296,296,28,271,8,296,271,0,29
RNBC1_NREP13_tag51_B1,144,76,76,17,67,10,76,67,0,17
RNBC1_NREP13_tag51_B2,9,8,8,6,8,6,8,8,0,7
