,reads,uniqs,uniqs_in_bef_OTU,bef_OTU,uniqs_in_aft_OTU,aft_OTU,Got_a_OTU,Got_both,Got_nor,master_OTU
RNBC1_NREP13_tag51_B3,177,65,65,31,32,14,65,32,0,32
RNBC1_NREP13_tag51_B4,4218,520,520,108,164,38,520,164,0,113
RNBC1_NREP13_tag51_B5,56,35,35,19,24,10,35,24,0,19
RNBC1_NREP13_tag51_B6,21,16,16,12,12,8,16,12,0,12
RNBC1_NREP13_tag51_B7,4365,909,909,94,740,37,909,740,0,97
RNBC1_NREP13_tag51_B8,1280,593,593,57,565,29,593,565,0,59
RNBC1_NREP13_tag51_B9,20,9,9,6,6,5,9,6,0,6
RNBC1_NREP13_tag51_C10,298,172,172,21,160,12,172,160,0,22
RNBC1_NREP13_tag51_C11,6461,1729,1729,86,1668,33,1729,1668,0,88
RNBC1_NREP13_tag51_C12,1334,415,415,85,358,38,415,358,0,90
RNBC1_NREP13_tag51_C1,20,16,16,10,15,9,16,15,0,11
RNBC1_NREP13_tag51_C2,13,9,9,9,8,8,9,8,0,10
RNBC1_NREP13_tag51_C3,19,16,16,15,8,8,16,8,0,15
RNBC1_NREP13_tag51_C4,21,17,17,16,5,4,17,5,0,16
RNBC1_NREP13_tag51_C5,39,23,23,11,17,6,23,17,0,12
RNBC1_NREP13_tag51_C6,87,29,29,13,13,7,29,13,0,13
RNBC1_NREP13_tag51_C7,8091,1411,1411,90,1098,19,1411,1098,0,90
RNBC1_NREP13_tag51_C8,5236,862,862,58,829,29,862,829,0,60
RNBC1_NREP13_tag51_C9,8351,2636,2636,89,2578,42,2636,2578,0,92
RNBC1_NREP13_tag51_D10,45,32,32,11,26,7,32,26,0,11
RNBC1_NREP13_tag51_D11,3025,1010,1010,163,873,58,1010,873,0,166
RNBC1_NREP13_tag51_D12,645,211,211,55,180,31,211,180,0,57
RNBC1_NREP13_tag51_D1,55,14,14,10,12,8,14,12,0,10
RNBC1_NREP13_tag51_D2,4,4,4,4,4,4,4,4,0,4
RNBC1_NREP13_tag51_D3,12,10,10,9,9,8,10,9,0,11
RNBC1_NREP13_tag51_D4,10,8,8,8,4,4,8,4,0,10
RNBC1_NREP13_tag51_D5,40,24,24,14,19,9,24,19,0,14
RNBC1_NREP13_tag51_D6,62,38,38,12,34,9,38,34,0,14
RNBC1_NREP13_tag51_D7,209,84,84,29,61,10,84,61,0,29
RNBC1_NREP13_tag51_D8,1178,586,586,37,546,12,586,546,0,37
RNBC1_NREP13_tag51_D9,22839,1853,1853,69,1793,31,1853,1793,0,70
RNBC1_NREP13_tag51_E10,2603,609,609,46,478,19,609,478,0,46
RNBC1_NREP13_tag51_E11,2475,1263,1263,119,1023,37,1263,1023,0,124
RNBC1_NREP13_tag51_E12,7140,1816,1816,54,1783,26,1816,1783,0,59
RNBC1_NREP13_tag51_E1,11,8,8,8,4,4,8,4,0,8
RNBC1_NREP13_tag51_E3,17,11,11,8,5,4,11,5,0,8
RNBC1_NREP13_tag51_E2,4,4,4,4,3,3,4,3,0,4
RNBC1_NREP13_tag51_E4,16,11,11,9,6,4,11,6,0,9
RNBC1_NREP13_tag51_E5,1974,572,572,104,485,35,572,485,0,105
RNBC1_NREP13_tag51_E6,107,25,25,14,10,9,25,10,0,15
RNBC1_NREP13_tag51_E7,521,112,112,32,92,15,112,92,0,32
RNBC1_NREP13_tag51_E8,6871,1029,1029,57,1001,30,1029,1001,0,57
RNBC1_NREP13_tag51_E9,749,299,299,94,234,47,299,234,0,95
RNBC1_NREP13_tag51_F10,154,36,36,9,35,7,36,35,0,9
RNBC1_NREP13_tag51_F11,5226,1057,1057,106,941,48,1057,941,0,111
RNBC1_NREP13_tag51_F12,421,164,164,41,106,19,164,106,0,42
RNBC1_NREP13_tag51_F1,21,16,16,13,7,5,16,7,0,13
RNBC1_NREP13_tag51_F2,9,9,9,8,7,6,9,7,0,11
RNBC1_NREP13_tag51_F3,116,81,81,51,31,13,81,31,0,52
RNBC1_NREP13_tag51_F4,912,459,459,54,403,14,459,403,0,54
RNBC1_NREP13_tag51_F5,472,174,174,59,123,19,174,123,0,59
RNBC1_NREP13_tag51_F6,269,109,109,21,82,15,109,82,0,23
RNBC1_NREP13_tag51_F7,11313,901,901,71,770,25,901,770,0,72
RNBC1_NREP13_tag51_F8,9431,2855,2855,101,2700,36,2855,2700,0,103
RNBC1_NREP13_tag51_F9,2030,537,537,75,288,20,537,288,0,75
RNBC1_NREP13_tag51_G10,107,57,57,29,35,11,57,35,0,29
RNBC1_NREP13_tag51_G11,5222,1843,1843,77,1684,28,1843,1684,0,80
RNBC1_NREP13_tag51_G12,381,169,169,39,147,23,169,147,0,42
RNBC1_NREP13_tag51_G1,16,11,11,11,2,2,11,2,0,11
RNBC1_NREP13_tag51_G2,11,11,11,8,8,5,11,8,0,8
RNBC1_NREP13_tag51_G3,33,23,23,13,13,5,23,13,0,13
RNBC1_NREP13_tag51_G4,743,406,406,46,357,15,406,357,0,46
RNBC1_NREP13_tag51_G5,173,35,35,10,12,6,35,12,0,11
RNBC1_NREP13_tag51_G6,2666,943,943,51,893,17,943,893,0,52
RNBC1_NREP13_tag51_G7,1549,447,447,66,396,36,447,396,0,66
RNBC1_NREP13_tag51_G8,1574,599,599,57,561,32,599,561,0,58
RNBC1_NREP13_tag51_G9,4815,866,866,83,807,42,866,807,0,84
RNBC1_NREP13_tag51_H11,2988,760,760,58,707,25,760,707,0,60
RNBC1_NREP13_tag51_H12,698,320,320,43,302,25,320,302,0,46
RNBC1_NREP13_tag51_H1,358,121,121,11,116,7,121,116,0,11
RNBC1_NREP13_tag51_H2,20,16,16,6,14,5,16,14,0,7
RNBC1_NREP13_tag51_H3,75,57,57,19,48,11,57,48,0,19
RNBC1_NREP13_tag51_H4,2078,614,614,66,527,18,614,527,0,66
RNBC1_NREP13_tag51_H5,236,59,59,10,51,4,59,51,0,10
RNBC1_NREP13_tag51_H6,13205,888,888,15,861,6,888,861,0,16
RNBC1_NREP13_tag51_H7,177,76,76,30,47,13,76,47,0,30
RNBC1_NREP13_tag51_H8,679,291,291,52,265,30,291,265,0,53
RNBC1_NREP13_tag51_H9,621,199,199,35,165,13,199,165,0,36
RNBC1_NREP1_tag17_A10,130,14,14,5,13,4,14,13,0,5
RNBC1_NREP1_tag17_A11,46,10,10,7,7,5,10,7,0,7
RNBC1_NREP1_tag17_A12,156,14,14,4,12,3,14,12,0,4
RNBC1_NREP1_tag17_A1,2,1,1,1,0,0,1,0,0,1
RNBC1_NREP1_tag17_A2,3,3,3,3,3,3,3,3,0,3
RNBC1_NREP1_tag17_A3,1639,169,169,8,167,6,169,167,0,9
RNBC1_NREP1_tag17_A4,854,65,65,6,63,4,65,63,0,6
RNBC1_NREP1_tag17_A5,3,3,3,3,2,2,3,2,0,3
RNBC1_NREP1_tag17_A6,107,33,33,2,33,2,33,33,0,2
RNBC1_NREP1_tag17_A7,27685,976,976,10,972,9,976,972,0,12
RNBC1_NREP1_tag17_A8,2,2,2,2,2,2,2,2,0,2
RNBC1_NREP1_tag17_A9,416,45,45,6,43,4,45,43,0,6
RNBC1_NREP1_tag17_B10,10,7,7,4,6,3,7,6,0,4
RNBC1_NREP1_tag17_B11,21,8,8,4,8,4,8,8,0,4
RNBC1_NREP1_tag17_B12,44,8,8,6,6,5,8,6,0,6
RNBC1_NREP1_tag17_B1,68,17,17,1,17,1,17,17,0,1
RNBC1_NREP1_tag17_B3,6,6,6,4,5,3,6,5,0,4
RNBC1_NREP1_tag17_B2,3,2,2,2,2,2,2,2,0,2
RNBC1_NREP1_tag17_B4,1280,137,137,9,127,5,137,127,0,9
RNBC1_NREP1_tag17_B5,56,7,7,5,4,2,7,4,0,5
RNBC1_NREP1_tag17_B6,422,71,71,5,71,3,71,71,0,5
RNBC1_NREP1_tag17_B7,13071,909,909,8,909,7,909,909,0,8
RNBC1_NREP1_tag17_B8,556,80,80,12,75,7,80,75,0,13
RNBC1_NREP1_tag17_B9,10,7,7,7,5,5,7,5,0,7
RNBC1_NREP1_tag17_C10,434,139,139,7,137,5,139,137,0,7
RNBC1_NREP1_tag17_C11,349,47,47,8,44,5,47,44,0,8
RNBC1_NREP1_tag17_C12,365,30,30,5,27,3,30,27,0,5
RNBC1_NREP1_tag17_C3,22,5,5,3,4,2,5,4,0,3
RNBC1_NREP1_tag17_C1,1,1,1,1,1,1,1,1,0,1
RNBC1_NREP1_tag17_C2,4,4,4,3,4,3,4,4,0,3
RNBC1_NREP1_tag17_C6,5,2,2,2,1,1,2,1,0,2
RNBC1_NREP1_tag17_C7,2896,327,327,6,326,2,327,326,0,6
RNBC1_NREP1_tag17_C4,3,1,1,1,0,0,1,0,0,1
RNBC1_NREP1_tag17_C5,3,3,3,3,3,3,3,3,0,3
RNBC1_NREP1_tag17_C8,1579,113,113,7,111,3,113,111,0,7
RNBC1_NREP1_tag17_C9,4524,456,456,12,451,7,456,451,0,12
RNBC1_NREP1_tag17_D10,4,3,3,3,3,3,3,3,0,3
RNBC1_NREP1_tag17_D11,965,158,158,22,147,13,158,147,0,23
RNBC1_NREP1_tag17_D12,1218,155,155,6,152,3,155,152,0,6
RNBC1_NREP1_tag17_D1,5,3,3,3,2,2,3,2,0,3
RNBC1_NREP1_tag17_D2,3,3,3,3,2,2,3,2,0,4
RNBC1_NREP1_tag17_D3,2,2,2,2,2,2,2,2,0,2
RNBC1_NREP1_tag17_D4,11,4,4,2,4,2,4,4,0,2
RNBC1_NREP1_tag17_D5,3,3,3,2,3,2,3,3,0,2
RNBC1_NREP1_tag17_D6,3,2,2,2,2,2,2,2,0,2
RNBC1_NREP1_tag17_D7,1012,85,85,2,85,2,85,85,0,2
RNBC1_NREP1_tag17_D8,262,23,23,2,22,1,23,22,0,2
RNBC1_NREP1_tag17_D9,7159,465,465,4,465,4,465,465,0,4
RNBC1_NREP1_tag17_E10,5,5,5,4,4,3,5,4,0,4
RNBC1_NREP1_tag17_E11,174,22,22,10,15,6,22,15,0,10
RNBC1_NREP1_tag17_E12,207,6,6,4,3,3,6,3,0,4
RNBC1_NREP1_tag17_E1,1,1,1,1,0,0,1,0,0,1
RNBC1_NREP1_tag17_E2,2,2,2,2,2,2,2,2,0,2
RNBC1_NREP1_tag17_E4,25,3,3,1,3,1,3,3,0,1
RNBC1_NREP1_tag17_E3,2,2,2,2,2,2,2,2,0,2
RNBC1_NREP1_tag17_E5,151,22,22,8,11,5,22,11,0,8
RNBC1_NREP1_tag17_E7,2,2,2,2,2,2,2,2,0,2
RNBC1_NREP1_tag17_E6,2,2,2,2,2,2,2,2,0,2
RNBC1_NREP1_tag17_E8,100,25,25,8,23,5,25,23,0,8
RNBC1_NREP1_tag17_E9,1308,153,153,2,153,2,153,153,0,2
RNBC1_NREP1_tag17_F10,26,8,8,7,8,7,8,8,0,7
RNBC1_NREP1_tag17_F11,35768,1261,1261,11,1258,8,1261,1258,0,11
RNBC1_NREP1_tag17_F12,14,10,10,7,9,6,10,9,0,7
RNBC1_NREP1_tag17_F1,15,3,3,3,2,2,3,2,0,3
RNBC1_NREP1_tag17_F3,36,12,12,8,6,4,12,6,0,8
RNBC1_NREP1_tag17_F4,154,16,16,7,3,3,16,3,0,7
RNBC1_NREP1_tag17_F5,896,116,116,8,106,4,116,106,0,8
RNBC1_NREP1_tag17_F6,2,2,2,2,1,1,2,1,0,2
RNBC1_NREP1_tag17_F7,3004,309,309,8,305,6,309,305,0,9
RNBC1_NREP1_tag17_F8,3224,289,289,6,285,3,289,285,0,6
RNBC1_NREP1_tag17_F9,357,39,39,7,39,7,39,39,0,7
RNBC1_NREP1_tag17_G10,45,5,5,3,4,2,5,4,0,3
RNBC1_NREP1_tag17_G11,27161,1167,1167,11,1167,10,1167,1167,0,11
RNBC1_NREP1_tag17_G12,1104,107,107,4,107,4,107,107,0,4
RNBC1_NREP1_tag17_G2,14,4,4,3,4,3,4,4,0,4
RNBC1_NREP1_tag17_G1,5,4,4,3,3,2,4,3,0,3
RNBC1_NREP1_tag17_G3,9,4,4,3,4,3,4,4,0,3
RNBC1_NREP1_tag17_G4,790,93,93,5,92,4,93,92,0,5
RNBC1_NREP1_tag17_G5,32,3,3,3,3,3,3,3,0,3
RNBC1_NREP1_tag17_G6,149,17,17,7,15,5,17,15,0,7
RNBC1_NREP1_tag17_G7,244,37,37,4,33,2,37,33,0,4
RNBC1_NREP1_tag17_G8,676,68,68,5,67,4,68,67,0,5
RNBC1_NREP1_tag17_G9,4651,402,402,12,394,5,402,394,0,13
RNBC1_NREP1_tag17_H10,72,15,15,10,10,6,15,10,0,10
RNBC1_NREP1_tag17_H11,7566,505,505,6,504,5,505,504,0,6
RNBC1_NREP1_tag17_H12,599,86,86,6,84,4,86,84,0,7
RNBC1_NREP1_tag17_H1,47,10,10,2,10,2,10,10,0,2
RNBC1_NREP1_tag17_H2,3,2,2,2,2,2,2,2,0,2
RNBC1_NREP1_tag17_H3,22,5,5,4,5,4,5,5,0,4
RNBC1_NREP1_tag17_H4,81,15,15,7,11,4,15,11,0,7
RNBC1_NREP1_tag17_H5,1,1,1,1,1,1,1,1,0,2
RNBC1_NREP1_tag17_H6,1804,251,251,23,165,7,251,165,0,23
RNBC1_NREP1_tag17_H7,68,8,8,2,8,2,8,8,0,2
RNBC1_NREP1_tag17_H8,43,5,5,3,5,3,5,5,0,3
RNBC1_NREP1_tag17_H9,1654,167,167,5,162,2,167,162,0,5
RNBC1_NREP2_tag22_A10,18,9,9,7,7,5,9,7,0,8
RNBC1_NREP2_tag22_A11,3594,335,335,10,332,6,335,332,0,10
RNBC1_NREP2_tag22_A12,725,97,97,26,66,8,97,66,0,26
RNBC1_NREP2_tag22_A1,210,16,16,6,14,4,16,14,0,6
RNBC1_NREP2_tag22_A2,5,2,2,1,2,1,2,2,0,1
RNBC1_NREP2_tag22_A3,1146,136,136,7,125,5,136,125,0,7
RNBC1_NREP2_tag22_A4,4240,375,375,16,368,11,375,368,0,16
RNBC1_NREP2_tag22_A5,1990,206,206,5,206,5,206,206,0,5
RNBC1_NREP2_tag22_A6,13,6,6,5,6,5,6,6,0,5
RNBC1_NREP2_tag22_A7,4820,410,410,13,403,9,410,403,0,13
RNBC1_NREP2_tag22_A8,6,6,6,6,6,6,6,6,0,6
RNBC1_NREP2_tag22_A9,36,13,13,10,11,7,13,11,0,10
RNBC1_NREP2_tag22_B10,27,6,6,5,6,5,6,6,0,5
RNBC1_NREP2_tag22_B11,611,87,87,6,87,6,87,87,0,6
RNBC1_NREP2_tag22_B12,4460,389,389,12,384,7,389,384,0,12
RNBC1_NREP2_tag22_B1,10,6,6,5,4,3,6,4,0,5
RNBC1_NREP2_tag22_B2,19,12,12,4,11,3,12,11,0,4
RNBC1_NREP2_tag22_B3,169,23,23,13,16,7,23,16,0,13
RNBC1_NREP2_tag22_B4,9361,1053,1053,16,1027,7,1053,1027,0,16
RNBC1_NREP2_tag22_B5,46,19,19,13,9,6,19,9,0,13
RNBC1_NREP2_tag22_B6,15,8,8,7,8,7,8,8,0,8
RNBC1_NREP2_tag22_B7,7305,469,469,13,446,5,469,446,0,13
RNBC1_NREP2_tag22_B8,8733,609,609,16,578,6,609,578,0,16
RNBC1_NREP2_tag22_B9,46,9,9,7,3,3,9,3,0,7
RNBC1_NREP2_tag22_C10,1392,151,151,4,150,3,151,150,0,4
RNBC1_NREP2_tag22_C11,15525,674,674,4,674,4,674,674,0,5
RNBC1_NREP2_tag22_C12,3176,455,455,5,451,3,455,451,0,5
RNBC1_NREP2_tag22_C1,7,5,5,5,4,4,5,4,0,5
RNBC1_NREP2_tag22_C2,2,2,2,2,1,1,2,1,0,2
RNBC1_NREP2_tag22_C3,108,27,27,7,16,5,27,16,0,7
RNBC1_NREP2_tag22_C4,198,17,17,6,13,4,17,13,0,6
RNBC1_NREP2_tag22_C5,23,7,7,7,6,6,7,6,0,7
RNBC1_NREP2_tag22_C6,5,5,5,4,5,4,5,5,0,4
RNBC1_NREP2_tag22_C7,6303,648,648,47,329,5,648,329,0,47
RNBC1_NREP2_tag22_C8,3805,342,342,16,334,8,342,334,0,16
RNBC1_NREP2_tag22_C9,18316,816,816,7,813,5,816,813,0,7
RNBC1_NREP2_tag22_D10,18,6,6,6,6,6,6,6,0,6
RNBC1_NREP2_tag22_D11,11071,732,732,27,714,15,732,714,0,30
RNBC1_NREP2_tag22_D12,3168,312,312,20,297,9,312,297,0,20
RNBC1_NREP2_tag22_D1,10,2,2,2,2,2,2,2,0,2
RNBC1_NREP2_tag22_D2,3,2,2,2,2,2,2,2,0,2
RNBC1_NREP2_tag22_D3,7,6,6,5,6,5,6,6,0,5
RNBC1_NREP2_tag22_D4,16,7,7,6,5,4,7,5,0,6
RNBC1_NREP2_tag22_D5,26,8,8,4,6,3,8,6,0,4
RNBC1_NREP2_tag22_D6,16,5,5,4,4,3,5,4,0,4
RNBC1_NREP2_tag22_D7,2050,227,227,9,219,4,227,219,0,9
RNBC1_NREP2_tag22_D8,238,24,24,9,18,4,24,18,0,9
RNBC1_NREP2_tag22_D9,18574,799,799,12,765,4,799,765,0,12
RNBC1_NREP2_tag22_E10,2,2,2,2,2,2,2,2,0,2
RNBC1_NREP2_tag22_E11,916,202,202,57,142,16,202,142,0,57
RNBC1_NREP2_tag22_E12,51,6,6,6,3,3,6,3,0,6
RNBC1_NREP2_tag22_E1,43,4,4,3,3,2,4,3,0,3
RNBC1_NREP2_tag22_E2,3,3,3,3,2,2,3,2,0,3
RNBC1_NREP2_tag22_E3,124,11,11,2,11,2,11,11,0,2
RNBC1_NREP2_tag22_E4,349,45,45,3,43,1,45,43,0,3
RNBC1_NREP2_tag22_E5,10376,584,584,14,540,5,584,540,0,14
RNBC1_NREP2_tag22_E6,3261,304,304,8,270,4,304,270,0,8
RNBC1_NREP2_tag22_E7,27,24,24,14,12,5,24,12,0,14
RNBC1_NREP2_tag22_E8,167,24,24,15,11,9,24,11,0,15
RNBC1_NREP2_tag22_E9,4236,369,369,19,352,8,369,352,0,19
RNBC1_NREP2_tag22_F10,34,7,7,5,6,4,7,6,0,5
RNBC1_NREP2_tag22_F11,1655,320,320,38,292,26,320,292,0,40
RNBC1_NREP2_tag22_F12,411,58,58,20,40,8,58,40,0,20
RNBC1_NREP2_tag22_F1,116,15,15,6,10,2,15,10,0,6
RNBC1_NREP2_tag22_F2,26,10,10,4,6,2,10,6,0,4
RNBC1_NREP2_tag22_F3,1088,64,64,15,28,7,64,28,0,15
RNBC1_NREP2_tag22_F4,969,93,93,11,85,5,93,85,0,11
RNBC1_NREP2_tag22_F5,700,71,71,6,71,6,71,71,0,6
RNBC1_NREP2_tag22_F6,1454,284,284,22,273,12,284,273,0,22
RNBC1_NREP2_tag22_F7,4216,743,743,290,20,14,743,20,0,290
RNBC1_NREP2_tag22_F8,11260,692,692,21,670,7,692,670,0,21
RNBC1_NREP2_tag22_F9,20,9,9,7,7,5,9,7,0,7
RNBC1_NREP2_tag22_G10,62,33,33,20,4,4,33,4,0,20
RNBC1_NREP2_tag22_G11,10931,799,799,40,775,21,799,775,0,40
RNBC1_NREP2_tag22_G12,7182,639,639,19,620,7,639,620,0,19
RNBC1_NREP2_tag22_G2,13,6,6,5,4,4,6,4,0,5
RNBC1_NREP2_tag22_G1,4,4,4,3,3,2,4,3,0,3
RNBC1_NREP2_tag22_G3,3,3,3,2,2,1,3,2,0,2
RNBC1_NREP2_tag22_G4,3,1,1,1,1,1,1,1,0,1
RNBC1_NREP2_tag22_G5,729,109,109,4,108,3,109,108,0,4
RNBC1_NREP2_tag22_G6,237,65,65,29,18,10,65,18,0,29
RNBC1_NREP2_tag22_G7,988,191,191,66,68,17,191,68,0,66
RNBC1_NREP2_tag22_G9,617,75,75,29,35,16,75,35,0,29
RNBC1_NREP2_tag22_G8,2,1,1,1,1,1,1,1,0,1
RNBC1_NREP2_tag22_H10,3633,363,363,16,360,13,363,360,0,17
RNBC1_NREP2_tag22_H11,361,109,109,20,106,17,109,106,0,20
RNBC1_NREP2_tag22_H12,7579,496,496,11,491,7,496,491,0,11
RNBC1_NREP2_tag22_H1,5,3,3,3,3,3,3,3,0,3
RNBC1_NREP2_tag22_H2,12,10,10,4,3,3,10,3,0,4
RNBC1_NREP2_tag22_H3,3,3,3,3,2,2,3,2,0,3
RNBC1_NREP2_tag22_H4,2733,477,477,16,466,7,477,466,0,16
RNBC1_NREP2_tag22_H5,487,50,50,8,47,5,50,47,0,8
RNBC1_NREP2_tag22_H6,58170,2028,2028,143,428,20,2028,428,0,145
RNBC1_NREP2_tag22_H7,369,46,46,18,37,11,46,37,0,18
RNBC1_NREP2_tag22_H8,1444,155,155,6,152,3,155,152,0,6
RNBC1_NREP3_tag31_A10,911,97,97,5,7,2,97,7,0,5
RNBC1_NREP2_tag22_H9,12,5,5,4,5,4,5,5,0,4
RNBC1_NREP3_tag31_A11,165,10,10,4,9,3,10,9,0,4
RNBC1_NREP3_tag31_A12,507,33,33,8,26,3,33,26,0,8
RNBC1_NREP3_tag31_A1,8,3,3,3,3,3,3,3,0,3
RNBC1_NREP3_tag31_A3,947,70,70,23,16,9,70,16,0,23
RNBC1_NREP3_tag31_A4,277,40,40,26,13,10,40,13,0,26
RNBC1_NREP3_tag31_A5,4,1,1,1,0,0,1,0,0,1
RNBC1_NREP3_tag31_A6,11,7,7,5,7,5,7,7,0,5
RNBC1_NREP3_tag31_A7,41,10,10,4,3,3,10,3,0,4
RNBC1_NREP3_tag31_A9,426,19,19,4,18,3,19,18,0,4
RNBC1_NREP3_tag31_B11,193,35,35,4,3,2,35,3,0,5
RNBC1_NREP3_tag31_B10,3,3,3,2,3,2,3,3,0,2
RNBC1_NREP3_tag31_B12,293,17,17,4,15,2,17,15,0,4
RNBC1_NREP3_tag31_B1,29,8,8,5,6,3,8,6,0,5
RNBC1_NREP3_tag31_B2,6,6,6,5,4,3,6,4,0,5
RNBC1_NREP3_tag31_B3,1,1,1,1,1,1,1,1,0,1
RNBC1_NREP3_tag31_B4,6306,364,364,5,362,3,364,362,0,5
RNBC1_NREP3_tag31_B5,24,8,8,5,6,3,8,6,0,5
RNBC1_NREP3_tag31_B6,3,3,3,3,2,2,3,2,0,4
RNBC1_NREP3_tag31_B7,40,14,14,13,11,10,14,11,0,16
RNBC1_NREP3_tag31_B8,99,17,17,8,13,5,17,13,0,9
RNBC1_NREP3_tag31_B9,11,4,4,4,3,3,4,3,0,4
RNBC1_NREP3_tag31_C10,27,7,7,6,7,6,7,7,0,6
RNBC1_NREP3_tag31_C11,2709,410,410,5,410,5,410,410,0,5
RNBC1_NREP3_tag31_C12,213,23,23,11,20,8,23,20,0,12
RNBC1_NREP3_tag31_C1,1,1,1,1,1,1,1,1,0,1
RNBC1_NREP3_tag31_C3,3,3,3,3,3,3,3,3,0,3
RNBC1_NREP3_tag31_C4,4,3,3,3,2,2,3,2,0,3
RNBC1_NREP3_tag31_C6,4,3,3,3,3,3,3,3,0,3
RNBC1_NREP3_tag31_C7,1148,96,96,39,61,11,96,61,0,39
RNBC1_NREP3_tag31_C2,1,1,1,1,0,0,1,0,0,1
RNBC1_NREP3_tag31_C8,629,49,49,8,47,6,49,47,0,9
RNBC1_NREP3_tag31_C9,811,71,71,19,62,10,71,62,0,19
RNBC1_NREP3_tag31_D10,4,4,4,4,2,2,4,2,0,4
RNBC1_NREP3_tag31_D11,92,13,13,7,8,3,13,8,0,7
RNBC1_NREP3_tag31_D12,361,33,33,14,23,6,33,23,0,15
RNBC1_NREP3_tag31_D3,23,4,4,2,3,1,4,3,0,2
RNBC1_NREP3_tag31_D1,5,4,4,3,4,3,4,4,0,3
RNBC1_NREP3_tag31_D2,5,4,4,4,4,3,4,4,0,5
RNBC1_NREP3_tag31_D4,52,9,9,6,9,6,9,9,0,6
RNBC1_NREP3_tag31_D6,13,4,4,1,4,1,4,4,0,1
RNBC1_NREP3_tag31_D7,32,13,13,9,5,3,13,5,0,9
RNBC1_NREP3_tag31_D8,16,10,10,4,7,1,10,7,0,4
RNBC1_NREP3_tag31_D9,16363,1168,1168,10,1160,6,1168,1160,0,11
RNBC1_NREP3_tag31_E10,357,19,19,2,19,2,19,19,0,2
RNBC1_NREP3_tag31_E11,372,72,72,8,72,6,72,72,0,8
RNBC1_NREP3_tag31_E12,142,16,16,8,15,7,16,15,0,8
RNBC1_NREP3_tag31_E1,42,4,4,3,3,2,4,3,0,3
RNBC1_NREP3_tag31_E2,2,1,1,1,1,1,1,1,0,1
RNBC1_NREP3_tag31_E3,16,6,6,4,6,4,6,6,0,5
RNBC1_NREP3_tag31_E4,18,6,6,4,5,3,6,5,0,5
RNBC1_NREP3_tag31_E5,832,128,128,7,124,4,128,124,0,7
RNBC1_NREP3_tag31_E6,186,15,15,4,15,4,15,15,0,5
RNBC1_NREP3_tag31_E7,521,57,57,1,57,1,57,57,0,1
RNBC1_NREP3_tag31_E8,66,9,9,8,7,5,9,7,0,9
RNBC1_NREP3_tag31_E9,242,63,63,22,47,12,63,47,0,22
RNBC1_NREP3_tag31_F10,4,3,3,3,1,1,3,1,0,3
RNBC1_NREP3_tag31_F11,13105,590,590,6,588,4,590,588,0,6
RNBC1_NREP3_tag31_F12,1174,98,98,18,28,4,98,28,0,19
RNBC1_NREP3_tag31_F1,5,5,5,4,5,5,5,5,0,6
RNBC1_NREP3_tag31_F3,40,6,6,5,5,4,6,5,0,5
RNBC1_NREP3_tag31_F4,105,13,13,10,8,5,13,8,0,10
RNBC1_NREP3_tag31_F6,13,6,6,6,3,3,6,3,0,6
RNBC1_NREP3_tag31_F7,767,57,57,5,56,5,57,56,0,7
RNBC1_NREP3_tag31_F8,1291,273,273,12,267,6,273,267,0,13
RNBC1_NREP3_tag31_F9,51,7,7,4,7,4,7,7,0,5
RNBC1_NREP3_tag31_G10,228,13,13,2,12,1,13,12,0,2
RNBC1_NREP3_tag31_G11,59,18,18,3,18,3,18,18,0,4
RNBC1_NREP3_tag31_G12,1165,173,173,4,172,3,173,172,0,4
RNBC1_NREP3_tag31_G1,11,5,5,5,4,4,5,4,0,5
RNBC1_NREP3_tag31_G3,8,1,1,1,1,1,1,1,0,1
RNBC1_NREP3_tag31_G4,2141,189,189,5,185,2,189,185,0,5
RNBC1_NREP3_tag31_G5,16,11,11,3,10,2,11,10,0,3
RNBC1_NREP3_tag31_G6,4415,334,334,13,323,5,334,323,0,13
RNBC1_NREP3_tag31_G7,19,3,3,3,1,1,3,1,0,3
RNBC1_NREP3_tag31_G8,1479,129,129,10,118,1,129,118,0,10
RNBC1_NREP3_tag31_G9,9,5,5,4,3,2,5,3,0,4
RNBC1_NREP3_tag31_H10,12048,623,623,3,623,3,623,623,0,3
RNBC1_NREP3_tag31_H11,5317,474,474,7,460,3,474,460,0,7
RNBC1_NREP3_tag31_H12,20,4,4,4,4,4,4,4,0,4
RNBC1_NREP3_tag31_H1,902,191,191,5,187,2,191,187,0,5
RNBC1_NREP3_tag31_H2,732,268,268,6,2,2,268,2,0,6
RNBC1_NREP3_tag31_H3,6,1,1,1,1,1,1,1,0,1
RNBC1_NREP3_tag31_H4,85,11,11,8,11,8,11,11,0,8
RNBC1_NREP3_tag31_H5,20,5,5,4,3,2,5,3,0,4
RNBC1_NREP3_tag31_H6,289,36,36,7,24,2,36,24,0,7
RNBC1_NREP3_tag31_H7,3,3,3,2,3,2,3,3,0,2
RNBC1_NREP3_tag31_H8,2,1,1,1,0,0,1,0,0,1
RNBC1_NREP3_tag31_H9,1674,82,82,2,82,2,82,82,0,2
RNBC1_NREP8_tag32_A11,381,83,83,13,70,4,83,70,0,13
RNBC1_NREP8_tag32_A10,1,1,1,1,1,1,1,1,0,1
RNBC1_NREP8_tag32_A12,184,68,68,2,68,2,68,68,0,2
