,reads,uniqs,uniqs_in_bef_OTU,bef_OTU,uniqs_in_aft_OTU,aft_OTU,Got_a_OTU,Got_both,Got_nor,master_OTU
RNBC1_NREP13_tag51_B7,4365,909,909,94,19,15,909,19,0,95
RNBC1_NREP13_tag51_B8,1280,593,593,57,27,12,593,27,0,57
RNBC1_NREP13_tag51_B9,20,9,9,6,1,1,9,1,0,6
RNBC1_NREP13_tag51_C10,298,172,172,21,13,5,172,13,0,22
RNBC1_NREP13_tag51_C11,6461,1729,1729,86,16,15,1729,16,0,86
RNBC1_NREP13_tag51_C12,1334,415,415,85,28,19,415,28,0,87
RNBC1_NREP13_tag51_C1,20,16,16,10,5,5,16,5,0,10
RNBC1_NREP13_tag51_C2,13,9,9,9,3,3,9,3,0,9
RNBC1_NREP13_tag51_C3,19,16,16,15,4,4,16,4,0,15
RNBC1_NREP13_tag51_C4,21,17,17,16,2,2,17,2,0,16
RNBC1_NREP13_tag51_C5,39,23,23,11,6,5,23,6,0,12
RNBC1_NREP13_tag51_C6,87,29,29,13,4,4,29,4,0,13
RNBC1_NREP13_tag51_C7,8091,1411,1411,90,23,9,1411,23,0,90
RNBC1_NREP13_tag51_C8,5236,862,862,58,19,11,862,19,0,58
RNBC1_NREP13_tag51_C9,8351,2636,2636,89,37,19,2636,37,0,90
RNBC1_NREP13_tag51_D10,45,32,32,11,6,2,32,6,0,11
RNBC1_NREP13_tag51_D11,3025,1010,1010,163,38,23,1010,38,0,165
RNBC1_NREP13_tag51_D12,645,211,211,55,12,9,211,12,0,55
RNBC1_NREP13_tag51_D1,55,14,14,10,3,3,14,3,0,10
RNBC1_NREP13_tag51_D2,4,4,4,4,2,2,4,2,0,4
RNBC1_NREP13_tag51_D3,12,10,10,9,5,4,10,5,0,10
RNBC1_NREP13_tag51_D4,10,8,8,8,0,0,8,0,0,8
RNBC1_NREP13_tag51_D5,40,24,24,14,6,5,24,6,0,14
RNBC1_NREP13_tag51_D6,62,38,38,12,5,4,38,5,0,12
RNBC1_NREP13_tag51_D7,209,84,84,29,2,2,84,2,0,29
RNBC1_NREP13_tag51_D8,1178,586,586,37,21,5,586,21,0,37
RNBC1_NREP13_tag51_D9,22839,1853,1853,69,25,16,1853,25,0,69
RNBC1_NREP13_tag51_E10,2603,609,609,46,29,9,609,29,0,46
RNBC1_NREP13_tag51_E11,2475,1263,1263,119,32,17,1263,32,0,121
RNBC1_NREP13_tag51_E12,7140,1816,1816,54,13,12,1816,13,0,57
RNBC1_NREP13_tag51_E1,11,8,8,8,1,1,8,1,0,8
RNBC1_NREP13_tag51_E3,17,11,11,8,2,2,11,2,0,8
RNBC1_NREP13_tag51_E2,4,4,4,4,1,1,4,1,0,4
RNBC1_NREP13_tag51_E4,16,11,11,9,0,0,11,0,0,9
RNBC1_NREP13_tag51_E5,1974,572,572,104,33,21,572,33,0,105
RNBC1_NREP13_tag51_E6,107,25,25,14,5,5,25,5,0,15
RNBC1_NREP13_tag51_E7,521,112,112,32,4,4,112,4,0,32
RNBC1_NREP13_tag51_E8,6871,1029,1029,57,24,12,1029,24,0,57
RNBC1_NREP13_tag51_E9,749,299,299,94,28,18,299,28,0,94
RNBC1_NREP13_tag51_F10,154,36,36,9,4,2,36,4,0,9
RNBC1_NREP13_tag51_F11,5226,1057,1057,106,30,20,1057,30,0,109
RNBC1_NREP13_tag51_F12,421,164,164,41,16,9,164,16,0,41
RNBC1_NREP13_tag51_F1,21,16,16,13,4,4,16,4,0,13
RNBC1_NREP13_tag51_F2,9,9,9,8,4,4,9,4,0,11
RNBC1_NREP13_tag51_F3,116,81,81,51,7,5,81,7,0,51
RNBC1_NREP13_tag51_F4,912,459,459,54,23,7,459,23,0,54
RNBC1_NREP13_tag51_F5,472,174,174,59,13,10,174,13,0,59
RNBC1_NREP13_tag51_F6,269,109,109,21,7,7,109,7,0,21
RNBC1_NREP13_tag51_F7,11313,901,901,71,16,9,901,16,0,71
RNBC1_NREP13_tag51_F8,9431,2855,2855,101,40,14,2855,40,0,101
RNBC1_NREP13_tag51_F9,2030,537,537,75,14,9,537,14,0,75
RNBC1_NREP13_tag51_G10,107,57,57,29,3,3,57,3,0,29
RNBC1_NREP13_tag51_G11,5222,1843,1843,77,29,13,1843,29,0,77
RNBC1_NREP13_tag51_G12,381,169,169,39,11,10,169,11,0,40
RNBC1_NREP13_tag51_G1,16,11,11,11,0,0,11,0,0,11
RNBC1_NREP13_tag51_G2,11,11,11,8,3,3,11,3,0,8
RNBC1_NREP13_tag51_G3,33,23,23,13,4,3,23,4,0,13
RNBC1_NREP13_tag51_G4,743,406,406,46,26,9,406,26,0,46
RNBC1_NREP13_tag51_G5,173,35,35,10,2,2,35,2,0,10
RNBC1_NREP13_tag51_G6,2666,943,943,51,10,8,943,10,0,52
RNBC1_NREP13_tag51_G7,1549,447,447,66,13,12,447,13,0,66
RNBC1_NREP13_tag51_G8,1574,599,599,57,19,15,599,19,0,58
RNBC1_NREP13_tag51_G9,4815,866,866,83,20,19,866,20,0,83
RNBC1_NREP13_tag51_H11,2988,760,760,58,29,8,760,29,0,58
RNBC1_NREP13_tag51_H12,698,320,320,43,14,9,320,14,0,44
RNBC1_NREP13_tag51_H1,358,121,121,11,5,5,121,5,0,11
RNBC1_NREP13_tag51_H2,20,16,16,6,2,2,16,2,0,6
RNBC1_NREP13_tag51_H3,75,57,57,19,8,5,57,8,0,19
RNBC1_NREP13_tag51_H4,2078,614,614,66,38,13,614,38,0,66
RNBC1_NREP13_tag51_H5,236,59,59,10,5,4,59,5,0,10
RNBC1_NREP13_tag51_H6,13205,888,888,15,0,0,888,0,0,15
RNBC1_NREP13_tag51_H7,177,76,76,30,5,4,76,5,0,30
RNBC1_NREP13_tag51_H8,679,291,291,52,14,8,291,14,0,52
RNBC1_NREP13_tag51_H9,621,199,199,35,13,8,199,13,0,35
RNBC1_NREP1_tag17_A10,130,14,14,5,4,4,14,4,0,5
RNBC1_NREP1_tag17_A11,46,10,10,7,3,3,10,3,0,7
RNBC1_NREP1_tag17_A12,156,14,14,4,4,3,14,4,0,4
RNBC1_NREP1_tag17_A1,2,1,1,1,0,0,1,0,0,1
RNBC1_NREP1_tag17_A2,3,3,3,3,3,3,3,3,0,3
RNBC1_NREP1_tag17_A3,1639,169,169,8,4,4,169,4,0,9
RNBC1_NREP1_tag17_A4,854,65,65,6,3,2,65,3,0,6
RNBC1_NREP1_tag17_A5,3,3,3,3,2,2,3,2,0,3
RNBC1_NREP1_tag17_A6,107,33,33,2,1,1,33,1,0,2
RNBC1_NREP1_tag17_A7,27685,976,976,10,14,5,976,14,0,11
RNBC1_NREP1_tag17_A8,2,2,2,2,2,2,2,2,0,2
RNBC1_NREP1_tag17_A9,416,45,45,6,2,2,45,2,0,6
RNBC1_NREP1_tag17_B10,10,7,7,4,3,3,7,3,0,4
RNBC1_NREP1_tag17_B11,21,8,8,4,3,3,8,3,0,4
RNBC1_NREP1_tag17_B12,44,8,8,6,1,1,8,1,0,6
RNBC1_NREP1_tag17_B1,68,17,17,1,1,1,17,1,0,1
RNBC1_NREP1_tag17_B3,6,6,6,4,1,1,6,1,0,4
RNBC1_NREP1_tag17_B2,3,2,2,2,0,0,2,0,0,2
RNBC1_NREP1_tag17_B4,1280,137,137,9,10,4,137,10,0,9
RNBC1_NREP1_tag17_B5,56,7,7,5,2,2,7,2,0,5
RNBC1_NREP1_tag17_B6,422,71,71,5,4,3,71,4,0,5
RNBC1_NREP1_tag17_B7,13071,909,909,8,48,7,909,48,0,8
RNBC1_NREP1_tag17_B8,556,80,80,12,3,3,80,3,0,12
RNBC1_NREP1_tag17_B9,10,7,7,7,3,3,7,3,0,7
RNBC1_NREP1_tag17_C10,434,139,139,7,8,3,139,8,0,7
RNBC1_NREP1_tag17_C11,349,47,47,8,3,3,47,3,0,8
RNBC1_NREP1_tag17_C12,365,30,30,5,2,2,30,2,0,5
RNBC1_NREP1_tag17_C3,22,5,5,3,1,1,5,1,0,3
RNBC1_NREP1_tag17_C1,1,1,1,1,0,0,1,0,0,1
RNBC1_NREP1_tag17_C2,4,4,4,3,2,2,4,2,0,3
RNBC1_NREP1_tag17_C6,5,2,2,2,1,1,2,1,0,2
RNBC1_NREP1_tag17_C7,2896,327,327,6,2,2,327,2,0,6
RNBC1_NREP1_tag17_C4,3,1,1,1,0,0,1,0,0,1
RNBC1_NREP1_tag17_C5,3,3,3,3,1,1,3,1,0,3
RNBC1_NREP1_tag17_C8,1579,113,113,7,0,0,113,0,0,7
RNBC1_NREP1_tag17_C9,4524,456,456,12,8,3,456,8,0,12
RNBC1_NREP1_tag17_D10,4,3,3,3,3,3,3,3,0,3
RNBC1_NREP1_tag17_D11,965,158,158,22,35,7,158,35,0,22
RNBC1_NREP1_tag17_D12,1218,155,155,6,1,1,155,1,0,6
RNBC1_NREP1_tag17_D1,5,3,3,3,1,1,3,1,0,3
RNBC1_NREP1_tag17_D2,3,3,3,3,2,2,3,2,0,4
RNBC1_NREP1_tag17_D3,2,2,2,2,2,2,2,2,0,2
RNBC1_NREP1_tag17_D4,11,4,4,2,2,2,4,2,0,2
RNBC1_NREP1_tag17_D5,3,3,3,2,2,2,3,2,0,2
RNBC1_NREP1_tag17_D6,3,2,2,2,1,1,2,1,0,2
RNBC1_NREP1_tag17_D7,1012,85,85,2,1,1,85,1,0,2
RNBC1_NREP1_tag17_D8,262,23,23,2,1,1,23,1,0,2
RNBC1_NREP1_tag17_D9,7159,465,465,4,3,3,465,3,0,4
RNBC1_NREP1_tag17_E10,5,5,5,4,1,1,5,1,0,4
RNBC1_NREP1_tag17_E11,174,22,22,10,2,2,22,2,0,10
RNBC1_NREP1_tag17_E12,207,6,6,4,1,1,6,1,0,4
RNBC1_NREP1_tag17_E1,1,1,1,1,0,0,1,0,0,1
RNBC1_NREP1_tag17_E2,2,2,2,2,1,1,2,1,0,2
RNBC1_NREP1_tag17_E4,25,3,3,1,1,1,3,1,0,1
RNBC1_NREP1_tag17_E3,2,2,2,2,2,2,2,2,0,2
RNBC1_NREP1_tag17_E5,151,22,22,8,5,3,22,5,0,8
RNBC1_NREP1_tag17_E7,2,2,2,2,1,1,2,1,0,2
RNBC1_NREP1_tag17_E6,2,2,2,2,1,1,2,1,0,2
RNBC1_NREP1_tag17_E8,100,25,25,8,6,3,25,6,0,8
RNBC1_NREP1_tag17_E9,1308,153,153,2,2,2,153,2,0,2
RNBC1_NREP1_tag17_F10,26,8,8,7,5,5,8,5,0,7
RNBC1_NREP1_tag17_F11,35768,1261,1261,11,20,6,1261,20,0,11
RNBC1_NREP1_tag17_F12,14,10,10,7,3,3,10,3,0,7
RNBC1_NREP1_tag17_F1,15,3,3,3,2,2,3,2,0,3
RNBC1_NREP1_tag17_F3,36,12,12,8,2,2,12,2,0,8
RNBC1_NREP1_tag17_F4,154,16,16,7,2,2,16,2,0,7
RNBC1_NREP1_tag17_F5,896,116,116,8,6,4,116,6,0,8
RNBC1_NREP1_tag17_F6,2,2,2,2,0,0,2,0,0,2
RNBC1_NREP1_tag17_F7,3004,309,309,8,4,4,309,4,0,8
RNBC1_NREP1_tag17_F8,3224,289,289,6,2,1,289,2,0,6
RNBC1_NREP1_tag17_F9,357,39,39,7,1,1,39,1,0,7
RNBC1_NREP1_tag17_G10,45,5,5,3,1,1,5,1,0,3
RNBC1_NREP1_tag17_G11,27161,1167,1167,11,35,7,1167,35,0,11
RNBC1_NREP1_tag17_G12,1104,107,107,4,3,2,107,3,0,4
RNBC1_NREP1_tag17_G2,14,4,4,3,2,2,4,2,0,4
RNBC1_NREP1_tag17_G1,5,4,4,3,0,0,4,0,0,3
RNBC1_NREP1_tag17_G3,9,4,4,3,3,3,4,3,0,3
RNBC1_NREP1_tag17_G4,790,93,93,5,2,2,93,2,0,5
RNBC1_NREP1_tag17_G5,32,3,3,3,1,1,3,1,0,3
RNBC1_NREP1_tag17_G6,149,17,17,7,3,3,17,3,0,7
RNBC1_NREP1_tag17_G7,244,37,37,4,2,2,37,2,0,4
RNBC1_NREP1_tag17_G8,676,68,68,5,1,1,68,1,0,5
RNBC1_NREP1_tag17_G9,4651,402,402,12,7,3,402,7,0,13
RNBC1_NREP1_tag17_H10,72,15,15,10,2,2,15,2,0,10
RNBC1_NREP1_tag17_H11,7566,505,505,6,9,4,505,9,0,6
RNBC1_NREP1_tag17_H12,599,86,86,6,12,3,86,12,0,6
RNBC1_NREP1_tag17_H1,47,10,10,2,2,1,10,2,0,2
RNBC1_NREP1_tag17_H2,3,2,2,2,1,1,2,1,0,2
RNBC1_NREP1_tag17_H3,22,5,5,4,3,3,5,3,0,4
RNBC1_NREP1_tag17_H4,81,15,15,7,3,3,15,3,0,7
RNBC1_NREP1_tag17_H5,1,1,1,1,0,0,1,0,0,1
RNBC1_NREP1_tag17_H6,1804,251,251,23,12,4,251,12,0,23
RNBC1_NREP1_tag17_H7,68,8,8,2,2,2,8,2,0,2
RNBC1_NREP1_tag17_H8,43,5,5,3,1,1,5,1,0,3
RNBC1_NREP1_tag17_H9,1654,167,167,5,2,2,167,2,0,5
RNBC1_NREP2_tag22_A10,18,9,9,7,2,2,9,2,0,7
RNBC1_NREP2_tag22_A11,3594,335,335,10,7,3,335,7,0,10
RNBC1_NREP2_tag22_A12,725,97,97,26,3,2,97,3,0,26
RNBC1_NREP2_tag22_A1,210,16,16,6,2,2,16,2,0,6
RNBC1_NREP2_tag22_A2,5,2,2,1,1,1,2,1,0,1
RNBC1_NREP2_tag22_A3,1146,136,136,7,2,2,136,2,0,7
RNBC1_NREP2_tag22_A4,4240,375,375,16,19,4,375,19,0,16
RNBC1_NREP2_tag22_A5,1990,206,206,5,2,2,206,2,0,5
RNBC1_NREP2_tag22_A6,13,6,6,5,3,3,6,3,0,5
RNBC1_NREP2_tag22_A7,4820,410,410,13,4,4,410,4,0,13
RNBC1_NREP2_tag22_A8,6,6,6,6,2,2,6,2,0,6
RNBC1_NREP2_tag22_A9,36,13,13,10,1,1,13,1,0,10
RNBC1_NREP2_tag22_B10,27,6,6,5,3,3,6,3,0,5
RNBC1_NREP2_tag22_B11,611,87,87,6,2,2,87,2,0,6
RNBC1_NREP2_tag22_B12,4460,389,389,12,5,5,389,5,0,12
RNBC1_NREP2_tag22_B1,10,6,6,5,1,1,6,1,0,5
RNBC1_NREP2_tag22_B2,19,12,12,4,2,1,12,2,0,4
RNBC1_NREP2_tag22_B3,169,23,23,13,3,3,23,3,0,13
RNBC1_NREP2_tag22_B4,9361,1053,1053,16,30,6,1053,30,0,16
RNBC1_NREP2_tag22_B5,46,19,19,13,3,3,19,3,0,13
RNBC1_NREP2_tag22_B6,15,8,8,7,4,4,8,4,0,7
RNBC1_NREP2_tag22_B7,7305,469,469,13,2,2,469,2,0,13
RNBC1_NREP2_tag22_B8,8733,609,609,16,15,2,609,15,0,16
RNBC1_NREP2_tag22_B9,46,9,9,7,1,1,9,1,0,7
RNBC1_NREP2_tag22_C10,1392,151,151,4,2,2,151,2,0,4
RNBC1_NREP2_tag22_C11,15525,674,674,4,3,3,674,3,0,5
RNBC1_NREP2_tag22_C12,3176,455,455,5,2,2,455,2,0,5
RNBC1_NREP2_tag22_C1,7,5,5,5,1,1,5,1,0,5
RNBC1_NREP2_tag22_C2,2,2,2,2,1,1,2,1,0,2
RNBC1_NREP2_tag22_C3,108,27,27,7,2,2,27,2,0,7
RNBC1_NREP2_tag22_C4,198,17,17,6,0,0,17,0,0,6
RNBC1_NREP2_tag22_C5,23,7,7,7,0,0,7,0,0,7
RNBC1_NREP2_tag22_C6,5,5,5,4,1,1,5,1,0,4
RNBC1_NREP2_tag22_C7,6303,648,648,47,10,1,648,10,0,47
RNBC1_NREP2_tag22_C8,3805,342,342,16,1,1,342,1,0,16
RNBC1_NREP2_tag22_C9,18316,816,816,7,2,2,816,2,0,7
RNBC1_NREP2_tag22_D10,18,6,6,6,4,4,6,4,0,6
RNBC1_NREP2_tag22_D11,11071,732,732,27,5,4,732,5,0,27
RNBC1_NREP2_tag22_D12,3168,312,312,20,9,5,312,9,0,20
RNBC1_NREP2_tag22_D1,10,2,2,2,1,1,2,1,0,2
RNBC1_NREP2_tag22_D2,3,2,2,2,0,0,2,0,0,2
RNBC1_NREP2_tag22_D3,7,6,6,5,3,3,6,3,0,5
RNBC1_NREP2_tag22_D4,16,7,7,6,0,0,7,0,0,6
RNBC1_NREP2_tag22_D5,26,8,8,4,2,1,8,2,0,4
RNBC1_NREP2_tag22_D6,16,5,5,4,2,2,5,2,0,4
RNBC1_NREP2_tag22_D7,2050,227,227,9,29,2,227,29,0,9
RNBC1_NREP2_tag22_D8,238,24,24,9,0,0,24,0,0,9
RNBC1_NREP2_tag22_D9,18574,799,799,12,7,2,799,7,0,12
RNBC1_NREP2_tag22_E10,2,2,2,2,1,1,2,1,0,2
RNBC1_NREP2_tag22_E11,916,202,202,57,5,5,202,5,0,57
RNBC1_NREP2_tag22_E12,51,6,6,6,1,1,6,1,0,6
RNBC1_NREP2_tag22_E1,43,4,4,3,1,1,4,1,0,3
RNBC1_NREP2_tag22_E2,3,3,3,3,1,1,3,1,0,3
RNBC1_NREP2_tag22_E3,124,11,11,2,0,0,11,0,0,2
RNBC1_NREP2_tag22_E4,349,45,45,3,0,0,45,0,0,3
RNBC1_NREP2_tag22_E5,10376,584,584,14,3,3,584,3,0,14
RNBC1_NREP2_tag22_E6,3261,304,304,8,10,2,304,10,0,8
RNBC1_NREP2_tag22_E7,27,24,24,14,1,1,24,1,0,14
RNBC1_NREP2_tag22_E8,167,24,24,15,3,3,24,3,0,15
RNBC1_NREP2_tag22_E9,4236,369,369,19,10,4,369,10,0,19
RNBC1_NREP2_tag22_F10,34,7,7,5,3,3,7,3,0,5
RNBC1_NREP2_tag22_F11,1655,320,320,38,13,12,320,13,0,39
RNBC1_NREP2_tag22_F12,411,58,58,20,5,5,58,5,0,20
RNBC1_NREP2_tag22_F1,116,15,15,6,1,1,15,1,0,6
RNBC1_NREP2_tag22_F2,26,10,10,4,2,2,10,2,0,4
RNBC1_NREP2_tag22_F3,1088,64,64,15,12,6,64,12,0,15
RNBC1_NREP2_tag22_F4,969,93,93,11,4,2,93,4,0,11
RNBC1_NREP2_tag22_F5,700,71,71,6,8,2,71,8,0,6
RNBC1_NREP2_tag22_F6,1454,284,284,22,8,7,284,8,0,22
RNBC1_NREP2_tag22_F7,4216,743,743,290,4,4,743,4,0,290
RNBC1_NREP2_tag22_F8,11260,692,692,21,11,3,692,11,0,21
RNBC1_NREP2_tag22_F9,20,9,9,7,1,1,9,1,0,7
RNBC1_NREP2_tag22_G10,62,33,33,20,1,1,33,1,0,20
RNBC1_NREP2_tag22_G11,10931,799,799,40,12,7,799,12,0,40
RNBC1_NREP2_tag22_G12,7182,639,639,19,2,2,639,2,0,19
RNBC1_NREP2_tag22_G2,13,6,6,5,1,1,6,1,0,5
RNBC1_NREP2_tag22_G1,4,4,4,3,1,1,4,1,0,3
RNBC1_NREP2_tag22_G3,3,3,3,2,0,0,3,0,0,2
RNBC1_NREP2_tag22_G4,3,1,1,1,0,0,1,0,0,1
RNBC1_NREP2_tag22_G5,729,109,109,4,1,1,109,1,0,4
RNBC1_NREP2_tag22_G6,237,65,65,29,4,4,65,4,0,29
RNBC1_NREP2_tag22_G7,988,191,191,66,8,5,191,8,0,66
RNBC1_NREP2_tag22_G9,617,75,75,29,5,5,75,5,0,29
RNBC1_NREP2_tag22_G8,2,1,1,1,0,0,1,0,0,1
RNBC1_NREP2_tag22_H10,3633,363,363,16,4,4,363,4,0,16
RNBC1_NREP2_tag22_H11,361,109,109,20,11,11,109,11,0,20
RNBC1_NREP2_tag22_H12,7579,496,496,11,1,1,496,1,0,11
RNBC1_NREP2_tag22_H1,5,3,3,3,3,3,3,3,0,3
RNBC1_NREP2_tag22_H2,12,10,10,4,3,3,10,3,0,4
RNBC1_NREP2_tag22_H3,3,3,3,3,1,1,3,1,0,3
RNBC1_NREP2_tag22_H4,2733,477,477,16,1,1,477,1,0,16
RNBC1_NREP2_tag22_H5,487,50,50,8,3,3,50,3,0,8
RNBC1_NREP2_tag22_H6,58170,2028,2028,143,18,7,2028,18,0,144
RNBC1_NREP2_tag22_H7,369,46,46,18,2,2,46,2,0,18
RNBC1_NREP2_tag22_H8,1444,155,155,6,3,3,155,3,0,6
RNBC1_NREP3_tag31_A10,911,97,97,5,3,1,97,3,0,5
RNBC1_NREP2_tag22_H9,12,5,5,4,2,2,5,2,0,4
RNBC1_NREP3_tag31_A11,165,10,10,4,3,3,10,3,0,4
RNBC1_NREP3_tag31_A12,507,33,33,8,2,2,33,2,0,8
RNBC1_NREP3_tag31_A1,8,3,3,3,0,0,3,0,0,3
RNBC1_NREP3_tag31_A3,947,70,70,23,2,2,70,2,0,23
RNBC1_NREP3_tag31_A4,277,40,40,26,3,3,40,3,0,26
RNBC1_NREP3_tag31_A5,4,1,1,1,0,0,1,0,0,1
RNBC1_NREP3_tag31_A6,11,7,7,5,3,3,7,3,0,5
RNBC1_NREP3_tag31_A7,41,10,10,4,0,0,10,0,0,4
RNBC1_NREP3_tag31_A9,426,19,19,4,2,2,19,2,0,4
RNBC1_NREP3_tag31_B11,193,35,35,4,2,2,35,2,0,5
RNBC1_NREP3_tag31_B10,3,3,3,2,2,2,3,2,0,2
RNBC1_NREP3_tag31_B12,293,17,17,4,0,0,17,0,0,4
RNBC1_NREP3_tag31_B1,29,8,8,5,2,2,8,2,0,5
RNBC1_NREP3_tag31_B2,6,6,6,5,1,1,6,1,0,5
RNBC1_NREP3_tag31_B3,1,1,1,1,0,0,1,0,0,1
RNBC1_NREP3_tag31_B4,6306,364,364,5,3,3,364,3,0,5
RNBC1_NREP3_tag31_B5,24,8,8,5,0,0,8,0,0,5
RNBC1_NREP3_tag31_B6,3,3,3,3,1,1,3,1,0,3
RNBC1_NREP3_tag31_B7,40,14,14,13,3,3,14,3,0,15
RNBC1_NREP3_tag31_B8,99,17,17,8,2,2,17,2,0,8
RNBC1_NREP3_tag31_B9,11,4,4,4,0,0,4,0,0,4
RNBC1_NREP3_tag31_C10,27,7,7,6,4,4,7,4,0,6
RNBC1_NREP3_tag31_C11,2709,410,410,5,2,1,410,2,0,5
RNBC1_NREP3_tag31_C12,213,23,23,11,1,1,23,1,0,11
RNBC1_NREP3_tag31_C1,1,1,1,1,1,1,1,1,0,1
RNBC1_NREP3_tag31_C3,3,3,3,3,2,2,3,2,0,3
RNBC1_NREP3_tag31_C4,4,3,3,3,1,1,3,1,0,3
RNBC1_NREP3_tag31_C6,4,3,3,3,2,2,3,2,0,3
RNBC1_NREP3_tag31_C7,1148,96,96,39,1,1,96,1,0,39
RNBC1_NREP3_tag31_C2,1,1,1,1,0,0,1,0,0,1
RNBC1_NREP3_tag31_C8,629,49,49,8,7,4,49,7,0,8
RNBC1_NREP3_tag31_C9,811,71,71,19,3,3,71,3,0,19
RNBC1_NREP3_tag31_D10,4,4,4,4,1,1,4,1,0,4
RNBC1_NREP3_tag31_D11,92,13,13,7,2,1,13,2,0,7
RNBC1_NREP3_tag31_D12,361,33,33,14,1,1,33,1,0,14
RNBC1_NREP3_tag31_D3,23,4,4,2,1,1,4,1,0,2
RNBC1_NREP3_tag31_D1,5,4,4,3,1,1,4,1,0,3
RNBC1_NREP3_tag31_D2,5,4,4,4,1,1,4,1,0,4
RNBC1_NREP3_tag31_D4,52,9,9,6,2,2,9,2,0,6
RNBC1_NREP3_tag31_D6,13,4,4,1,0,0,4,0,0,1
RNBC1_NREP3_tag31_D7,32,13,13,9,0,0,13,0,0,9
RNBC1_NREP3_tag31_D8,16,10,10,4,0,0,10,0,0,4
RNBC1_NREP3_tag31_D9,16363,1168,1168,10,10,4,1168,10,0,11
RNBC1_NREP3_tag31_E10,357,19,19,2,1,1,19,1,0,2
RNBC1_NREP3_tag31_E11,372,72,72,8,2,2,72,2,0,8
RNBC1_NREP3_tag31_E12,142,16,16,8,3,3,16,3,0,8
RNBC1_NREP3_tag31_E1,42,4,4,3,0,0,4,0,0,3
RNBC1_NREP3_tag31_E2,2,1,1,1,1,1,1,1,0,1
RNBC1_NREP3_tag31_E3,16,6,6,4,1,1,6,1,0,4
RNBC1_NREP3_tag31_E4,18,6,6,4,2,2,6,2,0,4
RNBC1_NREP3_tag31_E5,832,128,128,7,7,2,128,7,0,7
RNBC1_NREP3_tag31_E6,186,15,15,4,0,0,15,0,0,4
RNBC1_NREP3_tag31_E7,521,57,57,1,0,0,57,0,0,1
RNBC1_NREP3_tag31_E8,66,9,9,8,0,0,9,0,0,8
RNBC1_NREP3_tag31_E9,242,63,63,22,7,6,63,7,0,22
RNBC1_NREP3_tag31_F10,4,3,3,3,1,1,3,1,0,3
RNBC1_NREP3_tag31_F11,13105,590,590,6,3,3,590,3,0,6
RNBC1_NREP3_tag31_F12,1174,98,98,18,2,2,98,2,0,18
RNBC1_NREP3_tag31_F1,5,5,5,4,1,1,5,1,0,4
RNBC1_NREP3_tag31_F3,40,6,6,5,3,3,6,3,0,5
RNBC1_NREP3_tag31_F4,105,13,13,10,4,4,13,4,0,10
RNBC1_NREP3_tag31_F6,13,6,6,6,1,1,6,1,0,6
RNBC1_NREP3_tag31_F7,767,57,57,5,0,0,57,0,0,5
RNBC1_NREP3_tag31_F8,1291,273,273,12,3,3,273,3,0,12
RNBC1_NREP3_tag31_F9,51,7,7,4,1,1,7,1,0,4
RNBC1_NREP3_tag31_G10,228,13,13,2,1,1,13,1,0,2
RNBC1_NREP3_tag31_G11,59,18,18,3,2,2,18,2,0,3
RNBC1_NREP3_tag31_G12,1165,173,173,4,5,3,173,5,0,4
RNBC1_NREP3_tag31_G1,11,5,5,5,1,1,5,1,0,5
RNBC1_NREP3_tag31_G3,8,1,1,1,1,1,1,1,0,1
RNBC1_NREP3_tag31_G4,2141,189,189,5,3,2,189,3,0,5
RNBC1_NREP3_tag31_G5,16,11,11,3,1,1,11,1,0,3
RNBC1_NREP3_tag31_G6,4415,334,334,13,17,1,334,17,0,13
RNBC1_NREP3_tag31_G7,19,3,3,3,1,1,3,1,0,3
RNBC1_NREP3_tag31_G8,1479,129,129,10,2,1,129,2,0,10
RNBC1_NREP3_tag31_G9,9,5,5,4,2,2,5,2,0,4
RNBC1_NREP3_tag31_H10,12048,623,623,3,4,2,623,4,0,3
RNBC1_NREP3_tag31_H11,5317,474,474,7,26,3,474,26,0,7
RNBC1_NREP3_tag31_H12,20,4,4,4,2,2,4,2,0,4
RNBC1_NREP3_tag31_H1,902,191,191,5,1,1,191,1,0,5
RNBC1_NREP3_tag31_H2,732,268,268,6,0,0,268,0,0,6
RNBC1_NREP3_tag31_H3,6,1,1,1,1,1,1,1,0,1
RNBC1_NREP3_tag31_H4,85,11,11,8,6,6,11,6,0,8
RNBC1_NREP3_tag31_H5,20,5,5,4,2,2,5,2,0,4
RNBC1_NREP3_tag31_H6,289,36,36,7,5,2,36,5,0,7
RNBC1_NREP3_tag31_H7,3,3,3,2,2,2,3,2,0,2
RNBC1_NREP3_tag31_H8,2,1,1,1,0,0,1,0,0,1
RNBC1_NREP3_tag31_H9,1674,82,82,2,2,2,82,2,0,2
RNBC1_NREP8_tag32_A11,381,83,83,13,6,3,83,6,0,13
RNBC1_NREP8_tag32_A10,1,1,1,1,1,1,1,1,0,1
RNBC1_NREP8_tag32_A12,184,68,68,2,3,2,68,3,0,2
RNBC1_NREP8_tag32_A1,133,6,6,2,1,1,6,1,0,2
RNBC1_NREP8_tag32_A2,4,2,2,2,1,1,2,1,0,2
RNBC1_NREP8_tag32_A3,993,102,102,17,2,1,102,2,0,17
RNBC1_NREP8_tag32_A4,3196,276,276,15,3,2,276,3,0,15
RNBC1_NREP8_tag32_A5,14,6,6,6,0,0,6,0,0,6
