,reads,uniqs,uniqs_in_bef_OTU,bef_OTU,uniqs_in_aft_OTU,aft_OTU,Got_a_OTU,Got_both,Got_nor,master_OTU
RNMB1_FXBSP3_tag42_A10,3936,843,843,111,50,31,843,50,0,111
RNMB1_FXBSP3_tag42_A11,175,69,69,36,11,9,69,11,0,36
RNMB1_FXBSP3_tag42_A12,3772,834,834,98,67,26,834,67,0,99
RNMB1_FXBSP3_tag42_A1,3305,915,915,61,36,21,915,36,0,62
RNMB1_FXBSP3_tag42_A3,1381,481,481,26,17,13,481,17,0,27
RNMB1_FXBSP3_tag42_A4,1414,316,316,26,24,12,316,24,0,27
RNMB1_FXBSP3_tag42_A5,2759,777,777,40,24,14,777,24,0,40
RNMB1_FXBSP3_tag42_A6,1912,555,555,40,48,23,555,48,0,42
RNMB1_FXBSP3_tag42_A7,3842,987,987,46,40,24,987,40,0,48
RNMB1_FXBSP3_tag42_B10,5226,984,984,77,34,21,984,34,0,77
RNMB1_FXBSP3_tag42_B11,4740,1064,1064,128,76,46,1064,76,0,129
RNMB1_FXBSP3_tag42_B12,1308,167,167,56,26,12,167,26,0,57
RNMB1_FXBSP3_tag42_B1,1362,389,389,31,32,13,389,32,0,31
RNMB1_FXBSP3_tag42_B2,940,197,197,22,28,13,197,28,0,22
RNMB1_FXBSP3_tag42_B4,1625,398,398,37,32,12,398,32,0,37
RNMB1_FXBSP3_tag42_B5,3592,1054,1054,36,33,17,1054,33,0,37
RNMB1_FXBSP3_tag42_B6,2699,681,681,30,21,13,681,21,0,32
RNMB1_FXBSP3_tag42_B7,3914,858,858,42,26,13,858,26,0,42
RNMB1_FXBSP3_tag42_B8,3757,974,974,34,52,17,974,52,0,34
RNMB1_FXBSP3_tag42_B9,3404,825,825,44,37,22,825,37,0,44
RNMB1_FXBSP3_tag42_C12,2182,396,396,40,18,12,396,18,0,40
RNMB1_FXBSP3_tag42_C1,1465,514,514,27,28,14,514,28,0,27
RNMB1_FXBSP3_tag42_C2,754,252,252,23,31,15,252,31,0,24
RNMB1_FXBSP3_tag42_C3,5804,1032,1032,39,41,15,1032,41,0,40
RNMB1_FXBSP3_tag42_C4,1150,292,292,29,18,14,292,18,0,30
RNMB1_FXBSP3_tag42_C5,1660,505,505,43,36,17,505,36,0,44
RNMB1_FXBSP3_tag42_C6,1338,449,449,24,26,13,449,26,0,26
RNMB1_FXBSP3_tag42_C8,1590,371,371,26,26,17,371,26,0,26
RNMB1_FXBSP3_tag42_D10,3845,736,736,62,36,24,736,36,0,62
RNMB1_FXBSP3_tag42_D11,5420,1107,1107,151,83,49,1107,83,0,152
RNMB1_FXBSP3_tag42_D1,1399,367,367,43,23,16,367,23,0,43
RNMB1_FXBSP3_tag42_D3,3621,1111,1111,39,23,14,1111,23,0,39
RNMB1_FXBSP3_tag42_D5,4717,1166,1166,39,22,13,1166,22,0,39
RNMB1_FXBSP3_tag42_D6,5107,1234,1234,35,28,14,1234,28,0,36
RNMB1_FXBSP3_tag42_D7,4676,1016,1016,51,40,20,1016,40,0,51
RNMB1_FXBSP3_tag42_D8,4512,1148,1148,42,22,9,1148,22,0,42
RNMB1_FXBSP3_tag42_E10,2124,569,569,102,60,27,569,60,0,103
RNMB1_FXBSP3_tag42_E11,3612,871,871,131,65,35,871,65,0,131
RNMB1_FXBSP3_tag42_E1,1491,468,468,34,21,15,468,21,0,35
RNMB1_FXBSP3_tag42_E2,2099,691,691,59,31,15,691,31,0,60
RNMB1_FXBSP3_tag42_E3,2521,664,664,41,35,16,664,35,0,41
RNMB1_FXBSP3_tag42_E5,3902,785,785,42,26,12,785,26,0,42
RNMB1_FXBSP3_tag42_E7,4651,969,969,37,32,17,969,32,0,37
RNMB1_FXBSP3_tag42_E8,3238,782,782,78,65,28,782,65,0,78
RNMB1_FXBSP3_tag42_E9,3166,601,601,106,51,34,601,51,0,106
RNMB1_FXBSP3_tag42_F11,3920,885,885,98,45,31,885,45,0,99
RNMB1_FXBSP3_tag42_F2,1313,271,271,25,14,10,271,14,0,25
RNMB1_FXBSP3_tag42_F3,2196,523,523,31,27,14,523,27,0,32
RNMB1_FXBSP3_tag42_F4,1824,516,516,24,34,14,516,34,0,25
RNMB1_FXBSP3_tag42_F5,1601,512,512,39,30,15,512,30,0,40
RNMB1_FXBSP3_tag42_G10,5206,1054,1054,131,61,31,1054,61,0,132
RNMB1_FXBSP3_tag42_G2,1738,580,580,37,27,17,580,27,0,37
RNMB1_FXBSP3_tag42_G3,1560,493,493,32,31,14,493,31,0,33
RNMB1_FXBSP3_tag42_G4,1230,344,344,28,15,11,344,15,0,29
RNMB1_FXBSP3_tag42_G5,4773,1036,1036,40,35,15,1036,35,0,40
RNMB1_FXBSP3_tag42_G7,3212,677,677,47,29,18,677,29,0,49
RNMB1_FXBSP3_tag42_G9,718,223,223,71,32,23,223,32,0,71
RNMB1_FXBSP3_tag42_H10,2367,587,587,81,40,22,587,40,0,81
RNMB1_FXBSP3_tag42_H11,2805,737,737,90,41,30,737,41,0,90
RNMB1_FXBSP3_tag42_H1,500,201,201,24,24,11,201,24,0,24
RNMB1_FXBSP3_tag42_H2,1481,466,466,27,34,14,466,34,0,28
RNMB1_FXBSP3_tag42_H3,1384,378,378,34,30,18,378,30,0,36
RNMB1_FXBSP3_tag42_H4,2309,680,680,24,33,12,680,33,0,25
RNMB1_FXBSP3_tag42_H6,1127,298,298,27,21,12,298,21,0,28
RNMB1_FXBSP3_tag42_H7,3369,791,791,30,25,11,791,25,0,30
RNMB1_FXBSP3_tag42_H8,3446,916,916,39,45,18,916,45,0,41
RNMB2_FXBSP4_tag07_A10,746,173,173,40,19,14,173,19,0,41
RNMB2_FXBSP4_tag07_A11,2483,570,570,31,4,3,570,4,0,31
RNMB2_FXBSP4_tag07_A12,446,179,179,31,22,17,179,22,0,32
RNMB2_FXBSP4_tag07_B11,160,69,69,12,8,8,69,8,0,12
RNMB2_FXBSP4_tag07_B12,149,62,62,20,8,5,62,8,0,20
RNMB2_FXBSP4_tag07_C10,13,5,5,5,1,1,5,1,0,5
RNMB2_FXBSP4_tag07_C11,701,234,234,46,31,20,234,31,0,47
RNMB2_FXBSP4_tag07_C12,1524,241,241,31,22,15,241,22,0,32
RNMB2_FXBSP4_tag07_C9,1891,454,454,45,7,6,454,7,0,45
RNMB2_FXBSP4_tag07_D10,1289,218,218,42,19,12,218,19,0,43
RNMB2_FXBSP4_tag07_D12,1121,197,197,30,15,7,197,15,0,30
RNMB2_FXBSP4_tag07_D9,1855,328,328,28,12,7,328,12,0,28
RNMB2_FXBSP4_tag07_E10,1744,397,397,37,28,17,397,28,0,37
RNMB2_FXBSP4_tag07_E11,2018,311,311,33,20,18,311,20,0,33
RNMB2_FXBSP4_tag07_E12,1762,507,507,37,20,15,507,20,0,37
RNMB2_FXBSP4_tag07_E9,1386,280,280,30,31,20,280,31,0,30
RNMB2_FXBSP4_tag07_F10,2211,405,405,51,27,14,405,27,0,52
RNMB2_FXBSP4_tag07_F11,421,113,113,32,12,10,113,12,0,32
RNMB2_FXBSP4_tag07_F12,1369,359,359,35,28,16,359,28,0,37
RNMB2_FXBSP4_tag07_F9,1142,343,343,42,45,25,343,45,0,42
RNMB2_FXBSP4_tag07_G10,381,177,177,29,2,2,177,2,0,29
RNMB2_FXBSP4_tag07_G11,445,159,159,32,12,9,159,12,0,32
RNMB2_FXBSP4_tag07_G12,2255,450,450,86,46,17,450,46,0,86
RNMB2_FXBSP4_tag07_G9,1124,357,357,43,27,20,357,27,0,44
RNMB2_FXBSP4_tag07_H10,36,16,16,9,3,3,16,3,0,9
RNMB2_FXBSP4_tag07_H11,190,72,72,25,17,14,72,17,0,25
RNMB2_FXBSP4_tag07_H9,2904,501,501,35,27,18,501,27,0,37
RNBC1_NREP10_tag35_A10,25,9,9,6,2,2,9,2,0,6
RNBC1_NREP10_tag35_A11,778,77,77,20,2,2,77,2,0,20
RNBC1_NREP10_tag35_A12,65,11,11,8,1,1,11,1,0,8
RNBC1_NREP10_tag35_A1,25,3,3,3,2,2,3,2,0,3
RNBC1_NREP10_tag35_A2,28,13,13,6,1,1,13,1,0,6
RNBC1_NREP10_tag35_A3,9801,778,778,2,15,1,778,15,0,2
RNBC1_NREP10_tag35_A4,8094,406,406,14,22,5,406,22,0,15
RNBC1_NREP10_tag35_A5,2257,272,272,15,6,2,272,6,0,15
RNBC1_NREP10_tag35_A6,72,39,39,7,2,2,39,2,0,7
RNBC1_NREP10_tag35_A7,14256,680,680,5,5,2,680,5,0,5
RNBC1_NREP10_tag35_A9,722,211,211,5,4,2,211,4,0,5
RNBC1_NREP10_tag35_A8,1,1,1,1,0,0,1,0,0,1
RNBC1_NREP10_tag35_B10,6,2,2,2,0,0,2,0,0,2
RNBC1_NREP10_tag35_B11,7,4,4,4,2,2,4,2,0,4
RNBC1_NREP10_tag35_B12,1737,169,169,1,3,1,169,3,0,1
RNBC1_NREP10_tag35_B1,15,8,8,2,1,1,8,1,0,2
RNBC1_NREP10_tag35_B3,3,3,3,3,2,2,3,2,0,3
RNBC1_NREP10_tag35_B4,7363,697,697,2,5,1,697,5,0,2
RNBC1_NREP10_tag35_B5,9,3,3,3,1,1,3,1,0,3
RNBC1_NREP10_tag35_B6,7,4,4,3,1,1,4,1,0,3
RNBC1_NREP10_tag35_B7,63,21,21,5,1,1,21,1,0,5
RNBC1_NREP10_tag35_B8,404,46,46,7,1,1,46,1,0,7
RNBC1_NREP10_tag35_B9,134,14,14,4,3,3,14,3,0,4
RNBC1_NREP10_tag35_C10,12,3,3,2,1,1,3,1,0,2
RNBC1_NREP10_tag35_C11,100,31,31,6,0,0,31,0,0,6
RNBC1_NREP10_tag35_C12,30,7,7,5,2,2,7,2,0,5
RNBC1_NREP10_tag35_C1,4,3,3,3,1,1,3,1,0,3
RNBC1_NREP10_tag35_C4,5,4,4,2,1,1,4,1,0,2
RNBC1_NREP10_tag35_C2,2,2,2,2,2,2,2,2,0,2
RNBC1_NREP10_tag35_C5,2,2,2,1,1,1,2,1,0,1
RNBC1_NREP10_tag35_C7,865,116,116,6,9,2,116,9,0,6
RNBC1_NREP10_tag35_C6,2,2,2,2,2,2,2,2,0,2
RNBC1_NREP10_tag35_C8,29,3,3,3,1,1,3,1,0,3
RNBC1_NREP10_tag35_C9,325,39,39,8,2,2,39,2,0,8
RNBC1_NREP10_tag35_D10,17,5,5,5,0,0,5,0,0,5
RNBC1_NREP10_tag35_D11,6513,460,460,11,1,1,460,1,0,11
RNBC1_NREP10_tag35_D12,156,19,19,9,3,2,19,3,0,9
RNBC1_NREP10_tag35_D1,58,11,11,4,1,1,11,1,0,4
RNBC1_NREP10_tag35_D2,2,1,1,1,0,0,1,0,0,1
RNBC1_NREP10_tag35_D3,3,3,3,3,1,1,3,1,0,3
RNBC1_NREP10_tag35_D5,139,7,7,4,1,1,7,1,0,4
RNBC1_NREP10_tag35_D4,6,5,5,4,1,1,5,1,0,4
RNBC1_NREP10_tag35_D6,21,9,9,1,1,1,9,1,0,1
RNBC1_NREP10_tag35_D7,217,17,17,4,1,1,17,1,0,4
RNBC1_NREP10_tag35_D8,36,5,5,3,0,0,5,0,0,3
RNBC1_NREP10_tag35_D9,1905,214,214,5,0,0,214,0,0,5
RNBC1_NREP10_tag35_E10,284,107,107,24,1,1,107,1,0,24
RNBC1_NREP10_tag35_E11,105,12,12,4,1,1,12,1,0,4
RNBC1_NREP10_tag35_E12,9,5,5,5,1,1,5,1,0,5
RNBC1_NREP10_tag35_E3,10,6,6,5,1,1,6,1,0,5
RNBC1_NREP10_tag35_E4,22,5,5,2,0,0,5,0,0,2
RNBC1_NREP10_tag35_E5,21,11,11,9,2,2,11,2,0,9
RNBC1_NREP10_tag35_E6,186,20,20,1,0,0,20,0,0,1
RNBC1_NREP10_tag35_E7,27,10,10,6,1,1,10,1,0,6
RNBC1_NREP10_tag35_E8,158,22,22,8,1,1,22,1,0,8
RNBC1_NREP10_tag35_E9,22,8,8,8,2,2,8,2,0,8
RNBC1_NREP10_tag35_F10,19,4,4,3,1,1,4,1,0,3
RNBC1_NREP10_tag35_F11,2771,392,392,19,5,4,392,5,0,19
RNBC1_NREP10_tag35_F12,9,7,7,7,3,3,7,3,0,7
RNBC1_NREP10_tag35_F2,6,2,2,2,0,0,2,0,0,2
RNBC1_NREP10_tag35_F3,50,6,6,3,1,1,6,1,0,3
RNBC1_NREP10_tag35_F4,149,42,42,4,2,2,42,2,0,4
RNBC1_NREP10_tag35_F5,179,65,65,6,2,1,65,2,0,6
RNBC1_NREP10_tag35_F6,196,72,72,5,2,2,72,2,0,5
RNBC1_NREP10_tag35_F7,15,7,7,4,1,1,7,1,0,4
RNBC1_NREP10_tag35_F8,47,12,12,5,1,1,12,1,0,5
RNBC1_NREP10_tag35_F9,46,10,10,9,4,4,10,4,0,9
RNBC1_NREP10_tag35_G10,102,28,28,11,0,0,28,0,0,11
RNBC1_NREP10_tag35_G11,6879,651,651,32,9,7,651,9,0,32
RNBC1_NREP10_tag35_G12,415,108,108,9,1,1,108,1,0,9
RNBC1_NREP10_tag35_G1,4,4,4,2,1,1,4,1,0,2
RNBC1_NREP10_tag35_G4,208,21,21,7,2,2,21,2,0,7
RNBC1_NREP10_tag35_G2,2,2,2,2,1,1,2,1,0,2
RNBC1_NREP10_tag35_G5,2,2,2,2,0,0,2,0,0,2
RNBC1_NREP10_tag35_G6,92,10,10,6,2,2,10,2,0,6
RNBC1_NREP10_tag35_G7,5,3,3,3,1,1,3,1,0,3
RNBC1_NREP10_tag35_G8,135,16,16,6,1,1,16,1,0,6
RNBC1_NREP10_tag35_G9,2881,358,358,13,2,2,358,2,0,13
RNBC1_NREP10_tag35_H10,2259,257,257,5,3,2,257,3,0,5
RNBC1_NREP10_tag35_H11,37,9,9,5,3,2,9,3,0,5
RNBC1_NREP10_tag35_H12,1018,256,256,3,2,2,256,2,0,3
RNBC1_NREP10_tag35_H1,90,6,6,1,1,1,6,1,0,1
RNBC1_NREP10_tag35_H3,39,5,5,4,0,0,5,0,0,4
RNBC1_NREP10_tag35_H2,6,4,4,4,2,2,4,2,0,4
RNBC1_NREP10_tag35_H4,28,14,14,6,3,3,14,3,0,6
RNBC1_NREP10_tag35_H5,52,4,4,1,2,1,4,2,0,1
RNBC1_NREP10_tag35_H6,615,78,78,26,6,3,78,6,0,26
RNBC1_NREP10_tag35_H7,1,1,1,1,0,0,1,0,0,1
RNBC1_NREP10_tag35_H8,13,7,7,5,0,0,7,0,0,5
RNBC1_NREP10_tag35_H9,360,103,103,8,4,2,103,4,0,8
RNBC1_NREP11_tag36_A11,11,4,4,4,1,1,4,1,0,4
RNBC1_NREP11_tag36_A12,11,9,9,9,6,6,9,6,0,9
RNBC1_NREP11_tag36_A1,8,7,7,6,1,1,7,1,0,6
RNBC1_NREP11_tag36_A3,122,73,73,39,20,19,73,20,0,41
RNBC1_NREP11_tag36_A4,79,28,28,16,6,6,28,6,0,16
RNBC1_NREP11_tag36_A5,10,10,10,8,5,5,10,5,0,8
RNBC1_NREP11_tag36_A6,1,1,1,1,1,1,1,1,0,1
RNBC1_NREP11_tag36_A7,3412,394,394,28,12,10,394,12,0,28
RNBC1_NREP11_tag36_B12,12,10,10,8,2,2,10,2,0,8
RNBC1_NREP11_tag36_B1,2,2,2,2,2,2,2,2,0,2
RNBC1_NREP11_tag36_B2,6,6,6,5,1,1,6,1,0,5
RNBC1_NREP11_tag36_B3,27,3,3,3,1,1,3,1,0,3
RNBC1_NREP11_tag36_B4,19,12,12,8,3,3,12,3,0,8
RNBC1_NREP11_tag36_B5,1,1,1,1,0,0,1,0,0,1
RNBC1_NREP11_tag36_B7,228,44,44,21,9,9,44,9,0,21
RNBC1_NREP11_tag36_B8,67,18,18,9,5,5,18,5,0,9
RNBC1_NREP11_tag36_C11,14,7,7,4,1,1,7,1,0,4
RNBC1_NREP11_tag36_C12,148,10,10,2,1,1,10,1,0,2
RNBC1_NREP11_tag36_C1,3,3,3,2,0,0,3,0,0,2
RNBC1_NREP11_tag36_C3,1,1,1,1,0,0,1,0,0,1
RNBC1_NREP11_tag36_C6,1,1,1,1,0,0,1,0,0,1
RNBC1_NREP11_tag36_C7,152,21,21,10,3,3,21,3,0,10
RNBC1_NREP11_tag36_C8,6,5,5,4,2,2,5,2,0,4
RNBC1_NREP11_tag36_C9,54,15,15,4,2,2,15,2,0,4
RNBC1_NREP11_tag36_D10,1,1,1,1,1,1,1,1,0,1
RNBC1_NREP11_tag36_D11,1931,174,174,18,10,9,174,10,0,18
RNBC1_NREP11_tag36_D12,871,88,88,9,6,4,88,6,0,9
RNBC1_NREP11_tag36_D2,5,4,4,4,1,1,4,1,0,4
RNBC1_NREP11_tag36_D8,16,10,10,4,0,0,10,0,0,4
RNBC1_NREP11_tag36_D9,21,17,17,16,5,5,17,5,0,16
RNBC1_NREP11_tag36_E10,291,61,61,2,1,1,61,1,0,2
RNBC1_NREP11_tag36_E11,1064,87,87,1,1,1,87,1,0,1
RNBC1_NREP11_tag36_E12,969,122,122,5,4,1,122,4,0,5
RNBC1_NREP11_tag36_E1,2,2,2,2,1,1,2,1,0,2
RNBC1_NREP11_tag36_E3,4,3,3,3,1,1,3,1,0,3
RNBC1_NREP11_tag36_E4,2,2,2,1,1,1,2,1,0,1
RNBC1_NREP11_tag36_E5,336,138,138,8,5,5,138,5,0,8
RNBC1_NREP11_tag36_E6,3,2,2,2,2,2,2,2,0,2
RNBC1_NREP11_tag36_E7,73,12,12,2,2,2,12,2,0,2
RNBC1_NREP11_tag36_E8,29,7,7,2,2,2,7,2,0,2
RNBC1_NREP11_tag36_E9,2311,201,201,3,4,1,201,4,0,3
RNBC1_NREP11_tag36_F11,37,22,22,15,11,10,22,11,0,16
RNBC1_NREP11_tag36_F12,717,86,86,3,3,3,86,3,0,3
RNBC1_NREP11_tag36_F1,3,1,1,1,1,1,1,1,0,1
RNBC1_NREP11_tag36_F2,1,1,1,1,0,0,1,0,0,1
RNBC1_NREP11_tag36_F3,9,4,4,1,1,1,4,1,0,1
RNBC1_NREP11_tag36_F4,81,12,12,2,1,1,12,1,0,2
RNBC1_NREP11_tag36_F5,144,32,32,3,1,1,32,1,0,3
RNBC1_NREP11_tag36_F6,2,1,1,1,1,1,1,1,0,1
RNBC1_NREP11_tag36_F7,27,13,13,9,5,5,13,5,0,9
RNBC1_NREP11_tag36_F8,308,99,99,3,2,2,99,2,0,3
RNBC1_NREP11_tag36_F9,6,4,4,4,1,1,4,1,0,4
RNBC1_NREP11_tag36_G11,89,35,35,16,8,7,35,8,0,16
RNBC1_NREP11_tag36_G12,99,5,5,2,1,1,5,1,0,2
RNBC1_NREP11_tag36_G3,1,1,1,1,1,1,1,1,0,1
RNBC1_NREP11_tag36_G4,1,1,1,1,1,1,1,1,0,1
RNBC1_NREP11_tag36_G5,18,12,12,4,1,1,12,1,0,4
RNBC1_NREP11_tag36_G6,19,9,9,7,1,1,9,1,0,7
RNBC1_NREP11_tag36_G7,8,3,3,3,0,0,3,0,0,3
RNBC1_NREP11_tag36_G8,86,17,17,7,5,4,17,5,0,8
RNBC1_NREP11_tag36_G9,54,16,16,11,4,4,16,4,0,11
RNBC1_NREP11_tag36_H10,41,13,13,11,6,6,13,6,0,11
RNBC1_NREP11_tag36_H11,30,13,13,11,4,4,13,4,0,11
RNBC1_NREP11_tag36_H12,50,8,8,6,4,4,8,4,0,6
RNBC1_NREP11_tag36_H1,2,2,2,2,1,1,2,1,0,2
RNBC1_NREP11_tag36_H2,727,268,268,6,0,0,268,0,0,6
RNBC1_NREP11_tag36_H4,3,3,3,3,1,1,3,1,0,3
RNBC1_NREP11_tag36_H5,1,1,1,1,0,0,1,0,0,1
RNBC1_NREP11_tag36_H6,442,46,46,17,8,6,46,8,0,17
RNBC1_NREP11_tag36_H8,132,6,6,1,1,1,6,1,0,1
RNBC1_NREP12_tag37_A10,12,8,8,3,2,2,8,2,0,3
RNBC1_NREP11_tag36_H9,1,1,1,1,1,1,1,1,0,1
RNBC1_NREP12_tag37_A11,28,27,27,23,5,5,27,5,0,23
RNBC1_NREP12_tag37_A12,5,5,5,5,1,1,5,1,0,5
RNBC1_NREP12_tag37_A1,277,30,30,4,2,2,30,2,0,4
RNBC1_NREP12_tag37_A3,3550,655,655,47,31,20,655,31,0,47
RNBC1_NREP12_tag37_A4,10328,761,761,55,15,14,761,15,0,55
RNBC1_NREP12_tag37_A5,1073,253,253,45,18,16,253,18,0,45
RNBC1_NREP12_tag37_A6,80,24,24,7,5,3,24,5,0,7
RNBC1_NREP12_tag37_A7,3505,468,468,84,35,31,468,35,0,85
RNBC1_NREP12_tag37_A8,4,2,2,2,2,2,2,2,0,2
RNBC1_NREP12_tag37_A9,65,37,37,8,5,4,37,5,0,8
RNBC1_NREP12_tag37_B10,3,3,3,3,1,1,3,1,0,3
RNBC1_NREP12_tag37_B11,1,1,1,1,0,0,1,0,0,1
RNBC1_NREP12_tag37_B12,6,4,4,4,0,0,4,0,0,4
RNBC1_NREP12_tag37_B2,1,1,1,1,0,0,1,0,0,1
RNBC1_NREP12_tag37_B1,4,4,4,4,2,2,4,2,0,4
RNBC1_NREP12_tag37_B4,3387,1129,1129,40,18,16,1129,18,0,41
RNBC1_NREP12_tag37_B3,1,1,1,1,1,1,1,1,0,1
RNBC1_NREP12_tag37_B5,24,5,5,4,2,2,5,2,0,4
RNBC1_NREP12_tag37_B6,3,3,3,2,1,1,3,1,0,2
RNBC1_NREP12_tag37_B7,72,35,35,18,7,5,35,7,0,18
RNBC1_NREP12_tag37_B8,544,209,209,20,10,9,209,10,0,20
RNBC1_NREP12_tag37_B9,5,3,3,2,1,1,3,1,0,2
RNBC1_NREP12_tag37_C11,991,308,308,24,10,7,308,10,0,26
RNBC1_NREP12_tag37_C10,1,1,1,1,0,0,1,0,0,1
RNBC1_NREP12_tag37_C12,36,8,8,7,3,3,8,3,0,7
RNBC1_NREP12_tag37_C1,57,16,16,6,0,0,16,0,0,6
RNBC1_NREP12_tag37_C3,3,1,1,1,0,0,1,0,0,1
RNBC1_NREP12_tag37_C4,5,4,4,4,0,0,4,0,0,4
RNBC1_NREP12_tag37_C7,1088,468,468,88,19,15,468,19,0,88
RNBC1_NREP12_tag37_C5,2,2,2,2,1,1,2,1,0,2
RNBC1_NREP12_tag37_C8,47,33,33,21,6,5,33,6,0,21
RNBC1_NREP12_tag37_C9,70,36,36,21,6,6,36,6,0,22
RNBC1_NREP12_tag37_D10,4,4,4,3,2,2,4,2,0,3
RNBC1_NREP12_tag37_D11,78,37,37,18,5,5,37,5,0,18
RNBC1_NREP12_tag37_D12,47,19,19,5,1,1,19,1,0,5
RNBC1_NREP12_tag37_D1,6,3,3,3,1,1,3,1,0,3
RNBC1_NREP12_tag37_D4,23,7,7,6,0,0,7,0,0,6
RNBC1_NREP12_tag37_D3,1,1,1,1,0,0,1,0,0,1
RNBC1_NREP12_tag37_D6,9,5,5,2,1,1,5,1,0,2
RNBC1_NREP12_tag37_D7,4,4,4,4,1,1,4,1,0,4
RNBC1_NREP12_tag37_D9,770,332,332,23,10,8,332,10,0,23
RNBC1_NREP12_tag37_E11,8,7,7,6,2,2,7,2,0,6
RNBC1_NREP12_tag37_E10,4,3,3,3,1,1,3,1,0,3
RNBC1_NREP12_tag37_E12,12,10,10,9,1,1,10,1,0,9
RNBC1_NREP12_tag37_E1,3,3,3,3,0,0,3,0,0,3
RNBC1_NREP12_tag37_E4,97,52,52,1,0,0,52,0,0,1
RNBC1_NREP12_tag37_E5,58,36,36,12,6,6,36,6,0,12
RNBC1_NREP12_tag37_E6,3,3,3,3,1,1,3,1,0,3
RNBC1_NREP12_tag37_E7,6,5,5,4,2,2,5,2,0,4
RNBC1_NREP12_tag37_E8,5,5,5,5,0,0,5,0,0,5
RNBC1_NREP12_tag37_E9,19,12,12,11,1,1,12,1,0,11
RNBC1_NREP12_tag37_F10,1,1,1,1,1,1,1,1,0,1
RNBC1_NREP12_tag37_F11,5316,439,439,43,19,18,439,19,0,43
RNBC1_NREP12_tag37_F12,2,2,2,2,0,0,2,0,0,2
RNBC1_NREP12_tag37_F1,1,1,1,1,0,0,1,0,0,1
RNBC1_NREP12_tag37_F3,18,10,10,5,3,2,10,3,0,5
RNBC1_NREP12_tag37_F2,1,1,1,1,0,0,1,0,0,1
RNBC1_NREP12_tag37_F4,4,3,3,3,0,0,3,0,0,3
RNBC1_NREP12_tag37_F6,3,3,3,3,1,1,3,1,0,3
RNBC1_NREP12_tag37_F7,5,4,4,4,2,2,4,2,0,4
RNBC1_NREP12_tag37_F8,22,8,8,6,1,1,8,1,0,6
RNBC1_NREP12_tag37_F9,7,4,4,3,1,1,4,1,0,3
RNBC1_NREP12_tag37_G11,1718,189,189,42,13,13,189,13,0,42
RNBC1_NREP12_tag37_G12,94,36,36,3,0,0,36,0,0,3
RNBC1_NREP12_tag37_G1,6,5,5,3,1,1,5,1,0,3
RNBC1_NREP12_tag37_G3,34,3,3,3,1,1,3,1,0,3
RNBC1_NREP12_tag37_G4,11,9,9,7,2,2,9,2,0,7
RNBC1_NREP12_tag37_G6,202,108,108,13,3,3,108,3,0,13
RNBC1_NREP12_tag37_G7,67,31,31,10,4,4,31,4,0,10
RNBC1_NREP12_tag37_G8,12,10,10,8,2,1,10,2,0,8
RNBC1_NREP12_tag37_G9,39,11,11,9,1,1,11,1,0,9
RNBC1_NREP12_tag37_H10,2870,244,244,28,11,11,244,11,0,28
RNBC1_NREP12_tag37_H11,263,65,65,21,14,6,65,14,0,21
RNBC1_NREP12_tag37_H1,11,4,4,2,0,0,4,0,0,2
RNBC1_NREP12_tag37_H12,2,1,1,1,0,0,1,0,0,1
RNBC1_NREP12_tag37_H3,48,6,6,3,0,0,6,0,0,3
RNBC1_NREP12_tag37_H4,86,31,31,3,1,1,31,1,0,3
RNBC1_NREP12_tag37_H6,151,23,23,12,4,4,23,4,0,12
RNBC1_NREP12_tag37_H9,70,36,36,6,1,1,36,1,0,6
RNBC1_NREP12_tag37_H7,1,1,1,1,0,0,1,0,0,1
RNBC1_NREP12_tag37_H8,4,4,4,4,1,1,4,1,0,4
RNBC1_NREP13_tag51_A10,59,26,26,18,2,2,26,2,0,18
RNBC1_NREP13_tag51_A11,4878,901,901,60,28,10,901,28,0,60
RNBC1_NREP13_tag51_A12,88,50,50,26,6,6,50,6,0,27
RNBC1_NREP13_tag51_A1,68,38,38,14,6,4,38,6,0,14
RNBC1_NREP13_tag51_A2,20,15,15,10,3,3,15,3,0,10
RNBC1_NREP13_tag51_A3,6820,986,986,65,77,16,986,77,0,65
RNBC1_NREP13_tag51_A4,2297,182,182,5,3,3,182,3,0,5
RNBC1_NREP13_tag51_A5,1504,679,679,107,35,17,679,35,0,107
RNBC1_NREP13_tag51_A6,203,113,113,20,4,4,113,4,0,20
RNBC1_NREP13_tag51_A7,4572,871,871,119,32,15,871,32,0,120
RNBC1_NREP13_tag51_A8,10,10,10,7,3,3,10,3,0,7
RNBC1_NREP13_tag51_A9,416,298,298,23,16,7,298,16,0,23
RNBC1_NREP13_tag51_B11,19,17,17,10,5,3,17,5,0,10
RNBC1_NREP13_tag51_B10,4,4,4,4,0,0,4,0,0,4
RNBC1_NREP13_tag51_B12,2599,296,296,28,6,3,296,6,0,29
RNBC1_NREP13_tag51_B1,144,76,76,17,5,5,76,5,0,17
RNBC1_NREP13_tag51_B2,9,8,8,6,3,3,8,3,0,6
RNBC1_NREP13_tag51_B3,177,65,65,31,8,8,65,8,0,31
RNBC1_NREP13_tag51_B4,4218,520,520,108,24,15,520,24,0,110
RNBC1_NREP13_tag51_B5,56,35,35,19,7,6,35,7,0,19
RNBC1_NREP13_tag51_B6,21,16,16,12,4,4,16,4,0,12
